topology_id	topology_num	topology
2056	1	((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((((Glycine_max,(Arabidopsis_thaliana,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
2057	1	(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera))),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2058	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera),(((Glycine_max,Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera)),Amborella_trichopoda);
2059	1	(((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),(Glycine_max,Arabidopsis_thaliana)),((Vitis_vinifera,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),Amborella_trichopoda);
2060	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2061	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2062	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),Amborella_trichopoda);
2063	1	((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),(Vitis_vinifera,(Vitis_vinifera,Solanum_lycopersicum)))),Glycine_max),Arabidopsis_thaliana),Amborella_trichopoda);
2064	1	((((Medicago_truncatula,Solanum_lycopersicum),(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Arabidopsis_thaliana)),Solanum_lycopersicum),Amborella_trichopoda);
2065	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(Glycine_max,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2066	1	((((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Arabidopsis_thaliana)),Vitis_vinifera),((Glycine_max,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2067	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2068	1	((((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2069	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),(Vitis_vinifera,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Arabidopsis_thaliana),Amborella_trichopoda);
2070	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare));
2071	1	((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Amborella_trichopoda),(((((Medicago_truncatula,Arabidopsis_thaliana),(Glycine_max,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda));
2072	1	((((((Medicago_truncatula,((Medicago_truncatula,Solanum_lycopersicum),Glycine_max)),Glycine_max),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2073	1	((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(((((Glycine_max,Vitis_vinifera),Arabidopsis_thaliana),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
2074	1	(((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
2075	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Glycine_max,Vitis_vinifera)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare);
2076	1	(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Amborella_trichopoda);
2077	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum)),Amborella_trichopoda);
2078	1	((((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Arabidopsis_thaliana),Vitis_vinifera),(Medicago_truncatula,Glycine_max)),Amborella_trichopoda);
2079	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
2080	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2081	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2082	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
2083	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2084	1	(((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
2085	1	(((((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum)),Amborella_trichopoda);
2086	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare);
2087	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Vitis_vinifera)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2088	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),((Medicago_truncatula,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2089	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2090	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum))),Arabidopsis_thaliana),Amborella_trichopoda);
2091	1	(((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2092	1	(((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera)),Amborella_trichopoda);
2093	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,(Vitis_vinifera,Solanum_lycopersicum))),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare);
2094	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum)),Amborella_trichopoda);
2095	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2096	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),((Arabidopsis_thaliana,Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2097	1	(((((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Glycine_max),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2098	1	(((((((Medicago_truncatula,Solanum_lycopersicum),Glycine_max),((Arabidopsis_thaliana,Vitis_vinifera),Arabidopsis_thaliana)),Medicago_truncatula),Glycine_max),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
2099	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),(((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2100	1	(((((Glycine_max,Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Glycine_max,Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana)),(Glycine_max,(Arabidopsis_thaliana,Solanum_lycopersicum)));
2101	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),((((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare));
2102	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Amborella_trichopoda),(((Glycine_max,(Arabidopsis_thaliana,Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda));
2103	1	((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2104	1	(((((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2105	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),((Glycine_max,Vitis_vinifera),Solanum_lycopersicum)),Amborella_trichopoda);
2106	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Vitis_vinifera),Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
2107	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2108	1	(((((((((Medicago_truncatula,Glycine_max),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Glycine_max),Arabidopsis_thaliana),Amborella_trichopoda);
2109	1	(((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Amborella_trichopoda),((Arabidopsis_thaliana,((Vitis_vinifera,(Oryza_sativa_L.Nipponbare,Amborella_trichopoda)),Vitis_vinifera)),Solanum_lycopersicum));
2110	1	(((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Vitis_vinifera),((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Vitis_vinifera)),Amborella_trichopoda);
2111	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare);
2112	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),(((Medicago_truncatula,Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Vitis_vinifera)),Vitis_vinifera),Amborella_trichopoda);
2113	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,(Arabidopsis_thaliana,Solanum_lycopersicum))),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2114	1	(((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),((Glycine_max,Arabidopsis_thaliana),(((Glycine_max,Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera))),Oryza_sativa_L.Nipponbare);
2115	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)),(Arabidopsis_thaliana,(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
2116	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,(Medicago_truncatula,Glycine_max))),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana),Arabidopsis_thaliana),Amborella_trichopoda);
2117	1	(((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2118	1	((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),(((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max))),Solanum_lycopersicum),Vitis_vinifera);
2119	1	((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max))),Glycine_max),(Medicago_truncatula,Glycine_max));
2120	1	((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),Medicago_truncatula),Solanum_lycopersicum),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
2121	1	((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2122	1	((((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),Glycine_max),Medicago_truncatula),Solanum_lycopersicum),Arabidopsis_thaliana),Arabidopsis_thaliana),Vitis_vinifera);
2123	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda),(Vitis_vinifera,Amborella_trichopoda));
2124	1	((((((Medicago_truncatula,Glycine_max),Arabidopsis_thaliana),((Vitis_vinifera,(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Amborella_trichopoda);
2125	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
2126	1	(((Medicago_truncatula,Vitis_vinifera),((((Arabidopsis_thaliana,Vitis_vinifera),Vitis_vinifera),Vitis_vinifera),Vitis_vinifera)),((Medicago_truncatula,Glycine_max),Glycine_max));
2127	1	(((((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Glycine_max),Oryza_sativa_L.Nipponbare),Arabidopsis_thaliana),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
2128	1	(((((Medicago_truncatula,Glycine_max),Medicago_truncatula),((Arabidopsis_thaliana,Solanum_lycopersicum),Arabidopsis_thaliana)),(Vitis_vinifera,(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare))),Amborella_trichopoda);
2129	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),(Medicago_truncatula,Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum));
2130	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera),Arabidopsis_thaliana),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2131	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2132	1	(((((Medicago_truncatula,Solanum_lycopersicum),(Glycine_max,(Glycine_max,((Vitis_vinifera,Oryza_sativa_L.Nipponbare),Vitis_vinifera)))),Solanum_lycopersicum),Arabidopsis_thaliana),Amborella_trichopoda);
2133	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),(((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2134	1	((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),(Vitis_vinifera,(Vitis_vinifera,Solanum_lycopersicum))),(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
2135	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),(Arabidopsis_thaliana,Solanum_lycopersicum)),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2136	1	((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),(Arabidopsis_thaliana,Vitis_vinifera)),((Vitis_vinifera,Solanum_lycopersicum),Solanum_lycopersicum));
2137	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Glycine_max),Medicago_truncatula),Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2138	1	(((Medicago_truncatula,Arabidopsis_thaliana),(((((Glycine_max,Oryza_sativa_L.Nipponbare),(Glycine_max,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Vitis_vinifera),Solanum_lycopersicum)),Amborella_trichopoda);
2139	1	((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2140	1	(((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),((Medicago_truncatula,Glycine_max),Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum));
2141	1	(((((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera),Amborella_trichopoda);
2142	1	(((((Glycine_max,(Glycine_max,Vitis_vinifera)),(Vitis_vinifera,Oryza_sativa_L.Nipponbare)),((Arabidopsis_thaliana,Solanum_lycopersicum),Solanum_lycopersicum)),Vitis_vinifera),Amborella_trichopoda);
2143	1	((((Medicago_truncatula,(Arabidopsis_thaliana,Solanum_lycopersicum)),((((Glycine_max,Oryza_sativa_L.Nipponbare),Glycine_max),Vitis_vinifera),Vitis_vinifera)),Medicago_truncatula),Amborella_trichopoda);
2144	1	(((((Medicago_truncatula,Glycine_max),((Arabidopsis_thaliana,Solanum_lycopersicum),Vitis_vinifera)),((Glycine_max,Vitis_vinifera),Vitis_vinifera)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2145	1	((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),((Arabidopsis_thaliana,(Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare)),(Vitis_vinifera,Solanum_lycopersicum))),Amborella_trichopoda);
2146	1	(((((Medicago_truncatula,(Medicago_truncatula,Glycine_max)),Vitis_vinifera),((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera)),(Vitis_vinifera,Solanum_lycopersicum)),Amborella_trichopoda);
2147	1	(((((((Medicago_truncatula,Glycine_max),((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2148	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Solanum_lycopersicum),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2149	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Solanum_lycopersicum),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
2150	1	((((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Solanum_lycopersicum),Arabidopsis_thaliana),(((Glycine_max,Arabidopsis_thaliana),Vitis_vinifera),Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare);
2151	1	(((((Medicago_truncatula,(Arabidopsis_thaliana,((Vitis_vinifera,Solanum_lycopersicum),Vitis_vinifera))),(Medicago_truncatula,Glycine_max)),Glycine_max),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2152	1	(((((((Medicago_truncatula,Glycine_max),Medicago_truncatula),Solanum_lycopersicum),(Arabidopsis_thaliana,Solanum_lycopersicum)),(Glycine_max,Vitis_vinifera)),Vitis_vinifera),Amborella_trichopoda);
2153	1	(((((Medicago_truncatula,Glycine_max),Vitis_vinifera),Oryza_sativa_L.Nipponbare),((((Medicago_truncatula,Glycine_max),Solanum_lycopersicum),Vitis_vinifera),Arabidopsis_thaliana)),Amborella_trichopoda);
2154	1	(((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Solanum_lycopersicum),Vitis_vinifera),((Glycine_max,(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera));
2155	1	((((((Medicago_truncatula,Solanum_lycopersicum),Vitis_vinifera),((Glycine_max,(Glycine_max,Oryza_sativa_L.Nipponbare)),Arabidopsis_thaliana)),Vitis_vinifera),Solanum_lycopersicum),Amborella_trichopoda);
2156	1	(((((Medicago_truncatula,(Medicago_truncatula,((Glycine_max,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum))),Arabidopsis_thaliana),Vitis_vinifera),(Arabidopsis_thaliana,Vitis_vinifera)),Amborella_trichopoda);
2157	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),((Arabidopsis_thaliana,Solanum_lycopersicum),Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2158	1	(((((Medicago_truncatula,(((Medicago_truncatula,Glycine_max),Glycine_max),Solanum_lycopersicum)),Arabidopsis_thaliana),Arabidopsis_thaliana),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Amborella_trichopoda);
2159	1	(((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),(Arabidopsis_thaliana,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Vitis_vinifera),Vitis_vinifera),Amborella_trichopoda);
2160	1	(((((((Medicago_truncatula,Glycine_max),(Glycine_max,Arabidopsis_thaliana)),Vitis_vinifera),(Glycine_max,Solanum_lycopersicum)),Solanum_lycopersicum),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2161	1	(((((((((Medicago_truncatula,Glycine_max),Glycine_max),Medicago_truncatula),Glycine_max),Vitis_vinifera),Arabidopsis_thaliana),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2162	1	(((((((Medicago_truncatula,Glycine_max),Glycine_max),Vitis_vinifera),(Arabidopsis_thaliana,Solanum_lycopersicum)),(Solanum_lycopersicum,Oryza_sativa_L.Nipponbare)),Vitis_vinifera),Amborella_trichopoda);
2163	1	((((((Medicago_truncatula,((Medicago_truncatula,Glycine_max),Glycine_max)),Arabidopsis_thaliana),(Vitis_vinifera,Solanum_lycopersicum)),Vitis_vinifera),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2164	1	((((((((Medicago_truncatula,Glycine_max),Glycine_max),Arabidopsis_thaliana),Solanum_lycopersicum),Vitis_vinifera),(Vitis_vinifera,Solanum_lycopersicum)),Oryza_sativa_L.Nipponbare),Amborella_trichopoda);
2165	1	((((((Medicago_truncatula,Glycine_max),(Medicago_truncatula,Glycine_max)),Vitis_vinifera),Vitis_vinifera),((Arabidopsis_thaliana,Oryza_sativa_L.Nipponbare),Solanum_lycopersicum)),Amborella_trichopoda);
