Topology_ID	Topology_num	Topology	Tree_IDs
295	6	((AMB,((ARA,ORY),(CER,(CHL,LIR)))),NYM);	OG_100040_79_T4_7,OG_100040_79_T5_7,OG_100080_64_T1_7,OG_100117_57_T3_7,OG_100593_27_T1_7,OG_100725_24_T2_7
296	6	(AMB,(((ARA,ORY),NYM),((CER,CHL),LIR)));	OG_100053_71_T1_7,OG_100771_24_T1_7,OG_102288_14_T1_7,OG_103577_11_T1_7,OG_105290_8_T1_7,OG_106497_7_T1_7
297	6	(((AMB,NYM),(((ARA,CER),LIR),ORY)),GIN);	OG_100142_52_T1_7,OG_100230_40_T1_7,OG_100631_26_T1_7,OG_101477_17_T2_7,OG_102723_12_T1_7,OG_103691_10_T1_7
298	6	(((AMB,(ARA,(CER,(CHL,LIR)))),NYM),GIN);	OG_100243_39_T1_7,OG_102950_12_T1_7,OG_103845_10_T1_7,OG_104874_9_T1_7,OG_105312_8_T1_7,OG_107697_6_T1_7
299	6	(AMB,(ARA,((CER,(CHL,LIR)),(NYM,ORY))));	OG_100395_32_T1_7,OG_102082_14_T1_7,OG_105482_8_T1_7,OG_106546_7_T1_7,OG_106567_7_T1_7,OG_108118_6_T1_7
300	6	((AMB,(((ARA,LIR),(CER,CHL)),NYM)),GIN);	OG_100413_31_T2_7,OG_100420_31_T2_7,OG_103492_11_T1_7,OG_105861_8_T1_7,OG_106234_7_T1_7,OG_107900_6_T1_7
301	6	((AMB,((ARA,((CER,ORY),LIR)),NYM)),GIN);	OG_100446_30_T1_7,OG_100544_28_T1_7,OG_101529_17_T1_7,OG_101953_15_T1_7,OG_103847_10_T1_7,OG_104816_9_T1_7
302	6	(AMB,((ARA,(NYM,ORY)),(CER,(CHL,LIR))));	OG_100642_26_T1_7,OG_104193_10_T1_7,OG_104879_9_T1_7,OG_105432_8_T1_7,OG_105642_8_T1_7,OG_105756_8_T1_7
303	6	((AMB,(((ARA,ORY),NYM),(CER,LIR))),GIN);	OG_101492_17_T1_7,OG_104146_10_T1_7,OG_104699_9_T1_7,OG_106611_7_T1_7,OG_106930_7_T1_7,OG_107907_6_T1_7
304	6	((AMB,((((ARA,CER),LIR),CHL),NYM)),GIN);	OG_101595_17_T1_7,OG_102897_12_T1_7,OG_103559_11_T1_7,OG_103739_10_T1_7,OG_106955_7_T1_7,OG_108103_6_T1_7
305	6	(AMB,((ARA,(CER,(CHL,LIR))),(NYM,ORY)));	OG_101716_16_T1_7,OG_102611_13_T1_7,OG_104941_9_T1_7,OG_105834_8_T1_7,OG_106350_7_T1_7,OG_107629_6_T1_7
306	6	(AMB,(((ARA,((CER,CHL),LIR)),ORY),NYM));	OG_102190_14_T1_7,OG_103195_11_T1_7,OG_103416_11_T1_7,OG_104535_9_T1_7,OG_107537_6_T1_7,OG_107929_6_T1_7
307	6	((AMB,(((ARA,CHL),LIR),(NYM,ORY))),GIN);	OG_102973_12_T1_7,OG_103495_11_T1_7,OG_104732_9_T1_7,OG_105282_8_T1_7,OG_105394_8_T1_7,OG_107754_6_T1_7
308	6	(((AMB,(((ARA,ORY),LIR),CER)),NYM),GIN);	OG_103540_11_T1_7,OG_103578_11_T1_7,OG_104519_9_T1_7,OG_105006_9_T1_7,OG_105876_8_T1_7,OG_105934_8_T1_7
309	6	(AMB,((ARA,((CER,CHL),LIR)),(NYM,ORY)));	OG_103584_11_T1_7,OG_105214_8_T1_7,OG_105896_8_T1_7,OG_106680_7_T1_7,OG_107310_6_T1_7,OG_107437_6_T1_7
310	6	((AMB,((ARA,CER),(CHL,LIR))),NYM);	OG_100072_66_T3_6,OG_100073_66_T6_6,OG_100073_66_T8_6,OG_100295_36_T2_6,OG_100521_28_T2_6,OG_100589_27_T2_6
311	6	(AMB,((ARA,ORY),((CER,CHL),LIR)));	OG_100114_58_T2_6,OG_100437_30_T2_6,OG_103350_11_T1_6,OG_107737_6_T1_6,OG_107743_6_T1_6,OG_108609_5_T1_6
312	6	((AMB,((ARA,LIR),(NYM,ORY))),GIN);	OG_100134_54_T3_6,OG_101018_21_T2_6,OG_101740_16_T1_6,OG_102087_14_T1_6,OG_104822_9_T1_6,OG_108028_6_T1_6
313	6	(AMB,((((ARA,ORY),CER),CHL),NYM));	OG_100180_45_T3_6,OG_101600_17_T1_6,OG_104626_9_T1_6,OG_106242_7_T1_6,OG_107938_6_T1_6,OG_109217_5_T1_6
314	6	(((AMB,NYM),(ARA,(LIR,ORY))),GIN);	OG_100192_44_T3_6,OG_100192_44_T4_6,OG_100625_26_T2_6,OG_101174_19_T1_6,OG_102184_14_T1_6,OG_106471_7_T1_6
315	6	(AMB,((ARA,NYM),((CHL,LIR),ORY)));	OG_100293_36_T1_6,OG_101090_20_T2_6,OG_103280_11_T1_6,OG_104964_9_T1_6,OG_106598_7_T1_6,OG_109204_5_T1_6
316	6	(AMB,((ARA,ORY),((CHL,LIR),NYM)));	OG_100510_29_T1_6,OG_100567_27_T1_6,OG_102063_14_T1_6,OG_103910_10_T1_6,OG_108020_6_T1_6,OG_109258_5_T1_6
317	6	(((AMB,NYM),((ARA,ORY),LIR)),GIN);	OG_103764_10_T1_6,OG_104440_9_T1_6,OG_105873_8_T1_6,OG_107355_6_T1_6,OG_109190_5_T1_6,OG_109357_5_T1_6
318	6	(AMB,(((ARA,CHL),(LIR,ORY)),NYM));	OG_104232_10_T1_6,OG_104559_9_T1_6,OG_105864_8_T1_6,OG_107652_6_T1_6,OG_108573_5_T1_6,OG_108686_5_T1_6
319	6	((((CER,CHL),LIR),NYM),GIN);	OG_100005_158_T13_5,OG_100280_37_T1_5,OG_100609_26_T1_5,OG_101215_19_T1_5,OG_105886_8_T1_5,OG_109111_5_T1_5
320	6	(((ARA,CER),(CHL,LIR)),NYM);	OG_100009_123_T2_5,OG_101526_17_T2_5,OG_104255_10_T1_5,OG_105169_8_T1_5,OG_107075_7_T1_5,OG_110060_4_T1_5
321	6	(((AMB,NYM),(CHL,LIR)),ARA);	OG_100024_92_T1_5,OG_100163_48_T3_5,OG_100637_26_T2_5,OG_100642_26_T2_5,OG_100675_25_T2_5,OG_101921_15_T2_5
322	6	((AMB,(ARA,(CHL,LIR))),NYM);	OG_100033_84_T4_5,OG_100033_84_T5_5,OG_100381_32_T3_5,OG_100508_29_T2_5,OG_100636_26_T2_5,OG_103472_11_T2_5
323	6	(AMB,(((ARA,ORY),CER),NYM));	OG_100042_78_T1_5,OG_105023_9_T1_5,OG_105513_8_T1_5,OG_106399_7_T1_5,OG_106540_7_T1_5,OG_106566_7_T1_5
324	6	((((ARA,CER),LIR),ORY),NYM);	OG_100066_67_T3_5,OG_103163_11_T1_5,OG_106041_8_T1_5,OG_106247_7_T1_5,OG_106254_7_T1_5,OG_107781_6_T1_5
325	6	((AMB,((ARA,CHL),NYM)),GIN);	OG_100083_64_T5_5,OG_100509_29_T3_5,OG_107451_6_T1_5,OG_107793_6_T1_5,OG_109225_5_T1_5,OG_110151_4_T1_5
326	6	(AMB,(((CER,ORY),CHL),LIR));	OG_100974_21_T1_5,OG_104547_9_T1_5,OG_105191_8_T1_5,OG_106255_7_T1_5,OG_106472_7_T1_5,OG_108861_5_T1_5
327	6	((ARA,ORY),((CER,LIR),CHL));	OG_101452_17_T2_5,OG_101796_16_T1_5,OG_108513_5_T1_5,OG_108674_5_T1_5,OG_109482_5_T1_5,OG_110787_4_T1_5
328	6	(AMB,((CER,(LIR,ORY)),NYM));	OG_107525_6_T1_5,OG_108564_5_T1_5,OG_108672_5_T1_5,OG_109355_5_T1_5,OG_110222_4_T1_5,OG_110299_4_T1_5
329	6	(((AMB,LIR),ARA),GIN);	OG_100004_175_T10_4,OG_100004_175_T9_4,OG_100044_78_T5_4,OG_100425_31_T2_4,OG_102390_13_T1_4,OG_109352_5_T1_4
330	6	((ARA,(CHL,LIR)),ORY);	OG_100005_158_T15_4,OG_100046_76_T3_4,OG_100046_76_T4_4,OG_100731_24_T2_4,OG_101165_19_T2_4,OG_104053_10_T2_4
331	6	(((ARA,CER),LIR),NYM);	OG_100099_61_T4_4,OG_100099_61_T5_4,OG_106392_7_T1_4,OG_108251_6_T1_4,OG_109967_4_T1_4,OG_110841_4_T1_4
332	6	(AMB,((ARA,LIR),CER));	OG_100281_37_T2_4,OG_102131_14_T1_4,OG_107643_6_T1_4,OG_108623_5_T1_4,OG_110399_4_T1_4,OG_110508_4_T1_4
333	6	(((CER,LIR),ORY),NYM);	OG_100743_24_T1_4,OG_104038_10_T1_4,OG_108707_5_T1_4,OG_109534_5_T1_4,OG_109539_5_T1_4,OG_110073_4_T1_4
334	6	(ARA,((CER,LIR),CHL));	OG_101571_17_T2_4,OG_105293_8_T1_4,OG_107067_7_T1_4,OG_107343_6_T1_4,OG_110190_4_T1_4,OG_110747_4_T1_4
335	5	((((AMB,((ARA,CER),(CHL,LIR))),NYM),ORY),GIN);	OG_100004_175_T1_8,OG_100122_56_T1_8,OG_100123_56_T2_8,OG_100481_29_T1_8,OG_100935_22_T1_8
336	5	((AMB,(((ARA,(CER,(CHL,LIR))),ORY),NYM)),GIN);	OG_100010_118_T3_8,OG_100010_118_T4_8,OG_100104_60_T1_8,OG_100985_21_T1_8,OG_101752_16_T1_8
337	5	(((AMB,NYM),((ARA,ORY),((CER,LIR),CHL))),GIN);	OG_100033_84_T1_8,OG_102600_13_T1_8,OG_103026_12_T1_8,OG_103490_11_T1_8,OG_103944_10_T1_8
338	5	((AMB,((((ARA,(CER,ORY)),CHL),LIR),NYM)),GIN);	OG_100093_62_T2_8,OG_101769_16_T1_8,OG_102021_15_T1_8,OG_103001_12_T1_8,OG_103171_11_T1_8
339	5	((AMB,((((ARA,LIR),CHL),(CER,ORY)),NYM)),GIN);	OG_100133_54_T3_8,OG_101354_18_T1_8,OG_101928_15_T1_8,OG_102205_14_T1_8,OG_106951_7_T1_8
340	5	(((AMB,NYM),(((ARA,CER),(CHL,LIR)),ORY)),GIN);	OG_100182_45_T1_8,OG_101961_15_T1_8,OG_103458_11_T1_8,OG_103512_11_T1_8,OG_104079_10_T1_8
341	5	((AMB,((ARA,((CER,CHL),(LIR,ORY))),NYM)),GIN);	OG_100539_28_T1_8,OG_100750_24_T1_8,OG_102099_14_T1_8,OG_105807_8_T1_8,OG_106726_7_T1_8
342	5	((AMB,(((ARA,CER),CHL),(LIR,(NYM,ORY)))),GIN);	OG_100588_27_T1_8,OG_100729_24_T1_8,OG_102985_12_T1_8,OG_103264_11_T1_8,OG_103958_10_T1_8
343	5	((AMB,(((ARA,((CER,CHL),LIR)),ORY),NYM)),GIN);	OG_100607_26_T1_8,OG_102304_14_T1_8,OG_103451_11_T1_8,OG_104134_10_T1_8,OG_105944_8_T1_8
344	5	(((AMB,((((ARA,ORY),CER),LIR),CHL)),NYM),GIN);	OG_100936_22_T1_8,OG_101566_17_T1_8,OG_103254_11_T1_8,OG_104509_9_T1_8,OG_106374_7_T1_8
345	5	((AMB,(((ARA,CER),((CHL,LIR),ORY)),NYM)),GIN);	OG_101272_19_T1_8,OG_101598_17_T1_8,OG_102902_12_T1_8,OG_103555_11_T1_8,OG_104397_9_T1_8
346	5	((AMB,(((ARA,(CHL,(LIR,ORY))),CER),NYM)),GIN);	OG_101477_17_T1_8,OG_101982_15_T1_8,OG_102580_13_T1_8,OG_104369_9_T1_8,OG_104416_9_T1_8
347	5	((AMB,((ARA,(CHL,(LIR,(NYM,ORY)))),CER)),GIN);	OG_101992_15_T1_8,OG_102903_12_T1_8,OG_103985_10_T1_8,OG_104893_9_T1_8,OG_106736_7_T1_8
348	5	(((AMB,((((ARA,ORY),CHL),LIR),CER)),NYM),GIN);	OG_102880_12_T1_8,OG_103413_11_T1_8,OG_103491_11_T1_8,OG_104390_9_T1_8,OG_105592_8_T1_8
349	5	(((AMB,(ARA,((CER,CHL),LIR))),NYM),GIN);	OG_100060_68_T2_7,OG_100098_62_T1_7,OG_101367_18_T1_7,OG_105198_8_T1_7,OG_106952_7_T1_7
350	5	((((AMB,NYM),(CER,(CHL,LIR))),ARA),ORY);	OG_100104_60_T3_7,OG_100104_60_T4_7,OG_100131_55_T1_7,OG_100487_29_T1_7,OG_100711_25_T2_7
351	5	(AMB,(((ARA,(CER,(CHL,LIR))),ORY),NYM));	OG_100128_55_T2_7,OG_100205_42_T3_7,OG_101924_15_T1_7,OG_103191_11_T1_7,OG_104610_9_T1_7
352	5	(((AMB,NYM),(((ARA,ORY),CER),LIR)),GIN);	OG_100154_49_T2_7,OG_100474_29_T1_7,OG_103284_11_T1_7,OG_104184_10_T1_7,OG_107374_6_T1_7
353	5	((AMB,((ARA,(CHL,LIR)),(NYM,ORY))),GIN);	OG_100223_41_T1_7,OG_100749_24_T1_7,OG_101044_21_T1_7,OG_101448_17_T2_7,OG_105943_8_T1_7
354	5	((AMB,(((ARA,CER),LIR),(NYM,ORY))),GIN);	OG_100244_39_T2_7,OG_101390_18_T1_7,OG_102987_12_T1_7,OG_104728_9_T1_7,OG_104782_9_T1_7
355	5	((AMB,((((CER,CHL),LIR),ORY),NYM)),GIN);	OG_100375_32_T1_7,OG_100638_26_T1_7,OG_101125_20_T1_7,OG_102729_12_T1_7,OG_107578_6_T1_7
356	5	(((((AMB,NYM),(CHL,LIR)),ARA),ORY),GIN);	OG_100419_31_T1_7,OG_100833_23_T1_7,OG_103871_10_T1_7,OG_104062_10_T1_7,OG_105687_8_T1_7
357	5	((AMB,(((ARA,NYM),CER),(CHL,LIR))),GIN);	OG_100447_30_T1_7,OG_100874_22_T2_7,OG_100973_21_T1_7,OG_101399_18_T1_7,OG_105965_8_T1_7
358	5	((AMB,((((ARA,CER),LIR),ORY),NYM)),GIN);	OG_100621_26_T1_7,OG_101667_16_T1_7,OG_103003_12_T1_7,OG_104071_10_T1_7,OG_107841_6_T1_7
359	5	(((AMB,((CHL,LIR),(NYM,ORY))),ARA),GIN);	OG_100664_25_T1_7,OG_101237_19_T1_7,OG_102412_13_T1_7,OG_102860_12_T1_7,OG_106689_7_T1_7
360	5	(AMB,(((ARA,CER),CHL),(LIR,(NYM,ORY))));	OG_100669_25_T1_7,OG_102744_12_T1_7,OG_106202_7_T1_7,OG_106372_7_T1_7,OG_106386_7_T1_7
361	5	(AMB,(ARA,(((CER,ORY),(CHL,LIR)),NYM)));	OG_101057_20_T1_7,OG_103232_11_T1_7,OG_104652_9_T1_7,OG_104760_9_T1_7,OG_105478_8_T1_7
362	5	(((AMB,(ARA,(CHL,(LIR,ORY)))),NYM),GIN);	OG_101090_20_T1_7,OG_101578_17_T2_7,OG_102840_12_T1_7,OG_103880_10_T1_7,OG_105578_8_T1_7
363	5	((((AMB,NYM),((CER,CHL),LIR)),ARA),GIN);	OG_101173_19_T1_7,OG_101420_18_T1_7,OG_103977_10_T1_7,OG_105546_8_T1_7,OG_105912_8_T1_7
364	5	(((AMB,NYM),(((ARA,ORY),LIR),CHL)),GIN);	OG_101253_19_T1_7,OG_102458_13_T1_7,OG_105043_9_T1_7,OG_105815_8_T1_7,OG_107632_6_T1_7
365	5	(((AMB,(((ARA,ORY),CHL),LIR)),NYM),GIN);	OG_101524_17_T2_7,OG_103448_11_T1_7,OG_104654_9_T1_7,OG_104712_9_T1_7,OG_107711_6_T1_7
366	5	(((AMB,NYM),((ARA,(CHL,LIR)),CER)),GIN);	OG_101550_17_T1_7,OG_101699_16_T1_7,OG_102624_13_T1_7,OG_103415_11_T1_7,OG_105165_8_T1_7
367	5	(AMB,((((ARA,ORY),(CER,CHL)),LIR),NYM));	OG_101607_17_T1_7,OG_104122_10_T1_7,OG_104151_10_T1_7,OG_104196_10_T1_7,OG_107416_6_T1_7
368	5	(AMB,(((((ARA,CER),ORY),CHL),LIR),NYM));	OG_101786_16_T1_7,OG_102576_13_T1_7,OG_103288_11_T1_7,OG_103330_11_T1_7,OG_103407_11_T1_7
369	5	((AMB,((((ARA,CER),ORY),LIR),NYM)),GIN);	OG_102208_14_T1_7,OG_102703_12_T1_7,OG_104341_9_T1_7,OG_104569_9_T1_7,OG_107499_6_T1_7
370	5	(AMB,((ARA,(CHL,(LIR,(NYM,ORY)))),CER));	OG_102218_14_T1_7,OG_102403_13_T1_7,OG_102500_13_T1_7,OG_105530_8_T1_7,OG_107930_6_T1_7
371	5	(AMB,(ARA,(((CER,CHL),LIR),(NYM,ORY))));	OG_102280_14_T1_7,OG_103174_11_T1_7,OG_105393_8_T1_7,OG_106815_7_T1_7,OG_107827_6_T1_7
372	5	((AMB,(ARA,((CHL,LIR),(NYM,ORY)))),GIN);	OG_102587_13_T1_7,OG_105178_8_T1_7,OG_105310_8_T1_7,OG_105515_8_T1_7,OG_106971_7_T1_7
373	5	((AMB,(((ARA,(CER,ORY)),LIR),NYM)),GIN);	OG_102625_13_T1_7,OG_104935_9_T1_7,OG_105565_8_T1_7,OG_106223_7_T1_7,OG_108205_6_T1_7
374	5	(AMB,((((ARA,ORY),CER),NYM),(CHL,LIR)));	OG_103036_12_T1_7,OG_103196_11_T1_7,OG_105313_8_T1_7,OG_105457_8_T1_7,OG_105557_8_T1_7
375	5	((AMB,(((ARA,(NYM,ORY)),LIR),CHL)),GIN);	OG_103927_10_T1_7,OG_104918_9_T1_7,OG_105760_8_T1_7,OG_107630_6_T1_7,OG_107765_6_T1_7
376	5	(AMB,((ARA,(CER,(CHL,(LIR,ORY)))),NYM));	OG_105297_8_T1_7,OG_105759_8_T1_7,OG_106280_7_T1_7,OG_106931_7_T1_7,OG_107011_7_T1_7
377	5	(((AMB,((CER,CHL),LIR)),NYM),GIN);	OG_100011_117_T1_6,OG_100030_85_T1_6,OG_100838_23_T1_6,OG_101379_18_T1_6,OG_103197_11_T1_6
378	5	(AMB,(((ARA,CHL),(CER,LIR)),NYM));	OG_100428_31_T1_6,OG_105708_8_T1_6,OG_106287_7_T1_6,OG_106605_7_T1_6,OG_107397_6_T1_6
379	5	(((AMB,NYM),(CER,(CHL,LIR))),GIN);	OG_100444_30_T1_6,OG_105595_8_T1_6,OG_105722_8_T1_6,OG_105820_8_T1_6,OG_108673_5_T1_6
380	5	((AMB,(((ARA,ORY),LIR),CHL)),GIN);	OG_100606_26_T1_6,OG_102785_12_T1_6,OG_105956_8_T1_6,OG_106404_7_T1_6,OG_107516_6_T1_6
381	5	(AMB,(((CER,CHL),(LIR,ORY)),NYM));	OG_100658_25_T1_6,OG_101144_20_T2_6,OG_101551_17_T1_6,OG_108620_5_T1_6,OG_109362_5_T1_6
382	5	(AMB,(((ARA,CER),(CHL,LIR)),ORY));	OG_101055_20_T2_6,OG_101456_17_T1_6,OG_101887_15_T1_6,OG_105594_8_T1_6,OG_107423_6_T1_6
383	5	((((ARA,CER),(CHL,LIR)),NYM),GIN);	OG_101168_19_T1_6,OG_101697_16_T1_6,OG_101789_16_T1_6,OG_107001_7_T1_6,OG_108262_6_T1_6
384	5	(AMB,((ARA,CER),(LIR,(NYM,ORY))));	OG_101223_19_T1_6,OG_105468_8_T1_6,OG_105611_8_T1_6,OG_106262_7_T1_6,OG_109057_5_T1_6
385	5	(AMB,(((ARA,LIR),CHL),(NYM,ORY)));	OG_101245_19_T1_6,OG_106710_7_T1_6,OG_107726_6_T1_6,OG_107782_6_T1_6,OG_108929_5_T1_6
386	5	((AMB,((CHL,LIR),(NYM,ORY))),GIN);	OG_101394_18_T1_6,OG_102283_14_T1_6,OG_103618_11_T1_6,OG_105403_8_T1_6,OG_106627_7_T1_6
387	5	((AMB,(ARA,((CHL,LIR),NYM))),GIN);	OG_101499_17_T1_6,OG_102378_13_T1_6,OG_108510_5_T1_6,OG_108731_5_T1_6,OG_108977_5_T1_6
388	5	((AMB,(((ARA,CER),CHL),NYM)),GIN);	OG_101553_17_T1_6,OG_101744_16_T1_6,OG_102940_12_T1_6,OG_105017_9_T1_6,OG_106835_7_T1_6
389	5	((AMB,(((CER,LIR),CHL),NYM)),GIN);	OG_101814_15_T1_6,OG_103388_11_T1_6,OG_103464_11_T1_6,OG_105202_8_T1_6,OG_106237_7_T1_6
390	5	((AMB,((ARA,ORY),(CER,LIR))),GIN);	OG_102083_14_T1_6,OG_104454_9_T1_6,OG_105646_8_T1_6,OG_106363_7_T1_6,OG_108046_6_T1_6
391	5	(AMB,(((ARA,NYM),CER),(CHL,LIR)));	OG_102515_13_T1_6,OG_104692_9_T1_6,OG_107539_6_T1_6,OG_108000_6_T1_6,OG_109227_5_T1_6
392	5	(AMB,(ARA,(((CHL,LIR),ORY),NYM)));	OG_102750_12_T1_6,OG_105926_8_T1_6,OG_106922_7_T1_6,OG_107023_7_T1_6,OG_109023_5_T1_6
393	5	(AMB,((ARA,NYM),(CER,(CHL,LIR))));	OG_104365_9_T1_6,OG_106811_7_T1_6,OG_106837_7_T1_6,OG_107468_6_T1_6,OG_108817_5_T1_6
394	5	((AMB,(ARA,(CHL,(LIR,ORY)))),GIN);	OG_105767_8_T1_6,OG_106856_7_T1_6,OG_107617_6_T1_6,OG_109020_5_T1_6,OG_109085_5_T1_6
395	5	((ARA,((CER,CHL),LIR)),NYM);	OG_100019_100_T6_5,OG_100031_85_T2_5,OG_103098_12_T1_5,OG_105031_9_T1_5,OG_108282_6_T1_5
396	5	(AMB,(ARA,((CHL,LIR),ORY)));	OG_100040_79_T7_5,OG_100600_26_T1_5,OG_101637_16_T1_5,OG_102170_14_T1_5,OG_110574_4_T1_5
397	5	((AMB,((ARA,ORY),NYM)),GIN);	OG_100209_42_T1_5,OG_101067_20_T1_5,OG_102912_12_T1_5,OG_106377_7_T1_5,OG_108691_5_T1_5
398	5	(AMB,((ARA,(CHL,ORY)),NYM));	OG_100380_32_T2_5,OG_101379_18_T2_5,OG_104401_9_T1_5,OG_104418_9_T1_5,OG_104706_9_T1_5
399	5	(AMB,(((CER,CHL),LIR),ORY));	OG_100586_27_T1_5,OG_101973_15_T1_5,OG_104895_9_T1_5,OG_107753_6_T1_5,OG_107767_6_T1_5
400	5	(AMB,(((CER,LIR),ORY),NYM));	OG_100758_24_T2_5,OG_105491_8_T1_5,OG_106270_7_T1_5,OG_107435_6_T1_5,OG_110330_4_T1_5
401	5	(AMB,((CER,(CHL,LIR)),ORY));	OG_101107_20_T2_5,OG_104650_9_T1_5,OG_107328_6_T1_5,OG_107482_6_T1_5,OG_108992_5_T1_5
402	5	((((ARA,CER),CHL),LIR),NYM);	OG_101226_19_T2_5,OG_104376_9_T1_5,OG_108647_5_T1_5,OG_110733_4_T1_5,OG_110823_4_T1_5
403	5	(AMB,(ARA,(LIR,(NYM,ORY))));	OG_101761_16_T1_5,OG_104398_9_T1_5,OG_107477_6_T1_5,OG_107497_6_T1_5,OG_109181_5_T1_5
404	5	(AMB,(((ARA,CHL),ORY),NYM));	OG_102229_14_T2_5,OG_103513_11_T1_5,OG_106455_7_T1_5,OG_106740_7_T1_5,OG_107873_6_T1_5
405	5	(AMB,(((ARA,ORY),NYM),CHL));	OG_102442_13_T1_5,OG_103166_11_T1_5,OG_103826_10_T1_5,OG_109921_4_T1_5,OG_110321_4_T1_5
406	5	(AMB,((ARA,ORY),(LIR,NYM)));	OG_103223_11_T1_5,OG_108730_5_T1_5,OG_108999_5_T1_5,OG_109062_5_T1_5,OG_109313_5_T1_5
407	5	(AMB,((ARA,ORY),(CER,LIR)));	OG_104148_10_T1_5,OG_104792_9_T1_5,OG_104956_9_T1_5,OG_110345_4_T1_5,OG_110690_4_T1_5
408	5	(((ARA,CER),(CHL,ORY)),LIR);	OG_104777_9_T1_5,OG_107323_6_T1_5,OG_107350_6_T1_5,OG_107829_6_T1_5,OG_108590_5_T1_5
409	5	(AMB,(ARA,((CER,LIR),NYM)));	OG_105245_8_T1_5,OG_105495_8_T1_5,OG_106276_7_T1_5,OG_107906_6_T1_5,OG_109022_5_T1_5
410	5	((AMB,(CER,LIR)),NYM);	OG_100001_192_T5_4,OG_100001_192_T7_4,OG_100152_50_T2_4,OG_100384_32_T4_4,OG_100384_32_T5_4
411	5	(((AMB,NYM),LIR),GIN);	OG_100023_93_T4_4,OG_108809_5_T1_4,OG_110348_4_T1_4,OG_110478_4_T1_4,OG_110670_4_T1_4
412	5	(((ARA,ORY),LIR),NYM);	OG_100376_32_T3_4,OG_101327_18_T2_4,OG_102090_14_T1_4,OG_105476_8_T1_4,OG_107061_7_T1_4
413	5	((AMB,(LIR,ORY)),GIN);	OG_100391_32_T1_4,OG_100480_29_T2_4,OG_109123_5_T1_4,OG_109235_5_T1_4,OG_110665_4_T1_4
414	5	(AMB,((ARA,NYM),CHL));	OG_100561_27_T1_4,OG_100723_24_T1_4,OG_101491_17_T1_4,OG_101497_17_T1_4,OG_101726_16_T1_4
415	5	(AMB,(ARA,(CHL,NYM)));	OG_101077_20_T1_4,OG_101847_15_T1_4,OG_103024_12_T1_4,OG_108724_5_T1_4,OG_110054_4_T1_4
416	5	(AMB,(CER,(LIR,NYM)));	OG_102138_14_T2_4,OG_106876_7_T1_4,OG_107040_7_T1_4,OG_107286_6_T1_4,OG_108738_5_T1_4
417	5	(AMB,(ARA,(NYM,ORY)));	OG_102578_13_T2_4,OG_106528_7_T1_4,OG_107417_6_T1_4,OG_107884_6_T1_4,OG_110366_4_T1_4
418	5	(AMB,((CHL,ORY),LIR));	OG_107018_7_T1_4,OG_109203_5_T1_4,OG_109394_5_T1_4,OG_109948_4_T1_4,OG_110509_4_T1_4
419	4	((((AMB,NYM),((CER,ORY),(CHL,LIR))),ARA),GIN);	OG_100003_179_T3_8,OG_100499_29_T1_8,OG_101302_18_T1_8,OG_103601_11_T1_8
420	4	((AMB,(((ARA,((CER,LIR),CHL)),ORY),NYM)),GIN);	OG_100010_118_T1_8,OG_100754_24_T1_8,OG_105048_9_T1_8,OG_106206_7_T1_8
421	4	(((AMB,(ARA,(CER,(CHL,LIR)))),(NYM,ORY)),GIN);	OG_100040_79_T2_8,OG_100040_79_T3_8,OG_100918_22_T1_8,OG_105622_8_T1_8
422	4	((AMB,(((ARA,(NYM,ORY)),(CHL,LIR)),CER)),GIN);	OG_100077_65_T1_8,OG_100790_23_T1_8,OG_102926_12_T1_8,OG_105372_8_T1_8
423	4	((AMB,(((ARA,CER),(NYM,ORY)),(CHL,LIR))),GIN);	OG_100117_57_T2_8,OG_101555_17_T1_8,OG_103004_12_T1_8,OG_104231_10_T1_8
424	4	((((((AMB,CER),(CHL,LIR)),ARA),NYM),ORY),GIN);	OG_100132_54_T1_8,OG_104963_9_T1_8,OG_105787_8_T1_8,OG_106886_7_T1_8
425	4	((AMB,((((ARA,CER),LIR),CHL),(NYM,ORY))),GIN);	OG_100190_44_T1_8,OG_100485_29_T1_8,OG_101447_17_T1_8,OG_104548_9_T1_8
426	4	((AMB,((ARA,((CER,(CHL,LIR)),ORY)),NYM)),GIN);	OG_100259_39_T1_8,OG_101746_16_T1_8,OG_104541_9_T1_8,OG_105264_8_T1_8
427	4	((((AMB,NYM),((CER,LIR),CHL)),(ARA,ORY)),GIN);	OG_100271_38_T1_8,OG_100392_32_T1_8,OG_100550_27_T1_8,OG_102995_12_T1_8
428	4	(((AMB,(((ARA,CHL),(CER,LIR)),ORY)),NYM),GIN);	OG_100351_33_T1_8,OG_103206_11_T1_8,OG_103898_10_T1_8,OG_106188_7_T1_8
429	4	((AMB,(((((ARA,CER),ORY),LIR),CHL),NYM)),GIN);	OG_100376_32_T1_8,OG_100437_30_T1_8,OG_101206_19_T1_8,OG_101775_16_T1_8
430	4	(((((AMB,NYM),(CER,(CHL,LIR))),ARA),ORY),GIN);	OG_100387_32_T1_8,OG_100574_27_T1_8,OG_100626_26_T1_8,OG_104754_9_T1_8
431	4	((AMB,((((ARA,ORY),NYM),(CHL,LIR)),CER)),GIN);	OG_100401_32_T1_8,OG_103532_11_T1_8,OG_104671_9_T1_8,OG_104969_9_T1_8
