Topology_ID	Topology_num	Topology	Tree_IDs
776	2	((((((AMB,(GIN,NYM)),CER),CHL),LIR),ARA),ORY);	OG_100006_156_T3_8,OG_100006_156_T5_8
777	2	((((AMB,NYM),(((ARA,CER),CHL),LIR)),ORY),GIN);	OG_100006_156_T4_8,OG_102819_12_T1_8
778	2	((((AMB,GIN),(((ARA,CER),CHL),LIR)),NYM),ORY);	OG_100016_103_T3_8,OG_100016_103_T4_8
779	2	((((AMB,CER),((CHL,LIR),(NYM,ORY))),ARA),GIN);	OG_100054_70_T1_8,OG_101633_16_T1_8
780	2	((((AMB,(CER,(CHL,LIR))),ARA),(NYM,ORY)),GIN);	OG_100057_69_T2_8,OG_100135_53_T1_8
781	2	(((((AMB,NYM),(CHL,(LIR,ORY))),ARA),CER),GIN);	OG_100073_66_T1_8,OG_100894_22_T1_8
782	2	(((AMB,((ARA,(CER,(CHL,LIR))),ORY)),NYM),GIN);	OG_100088_63_T2_8,OG_104485_9_T1_8
783	2	((((((AMB,CER),NYM),(CHL,LIR)),ORY),ARA),GIN);	OG_100090_63_T1_8,OG_100305_35_T2_8
784	2	((((AMB,(ARA,((CER,CHL),LIR))),NYM),ORY),GIN);	OG_100108_59_T1_8,OG_100319_35_T1_8
785	2	((((AMB,ARA),(CHL,(LIR,(NYM,ORY)))),CER),GIN);	OG_100112_58_T1_8,OG_106833_7_T1_8
786	2	((((AMB,(((ARA,CER),CHL),LIR)),NYM),ORY),GIN);	OG_100113_58_T1_8,OG_100123_56_T3_8
787	2	((((AMB,GIN),((ARA,CER),(CHL,LIR))),NYM),ORY);	OG_100139_53_T2_8,OG_101593_17_T1_8
788	2	(((AMB,(ARA,((CER,CHL),LIR))),(NYM,ORY)),GIN);	OG_100144_52_T1_8,OG_105782_8_T1_8
789	2	(((((AMB,ARA),NYM),(CHL,(LIR,ORY))),CER),GIN);	OG_100179_45_T2_8,OG_101537_17_T1_8
790	2	((((AMB,(CER,(CHL,LIR))),(NYM,ORY)),ARA),GIN);	OG_100181_45_T1_8,OG_100906_22_T1_8
791	2	((((AMB,(CER,(CHL,LIR))),(ARA,ORY)),NYM),GIN);	OG_100205_42_T1_8,OG_101391_18_T1_8
792	2	(((AMB,((((ARA,CER),LIR),CHL),NYM)),ORY),GIN);	OG_100212_42_T1_8,OG_101251_19_T1_8
793	2	(((AMB,((CER,CHL),LIR)),(ARA,(NYM,ORY))),GIN);	OG_100232_40_T1_8,OG_100630_26_T1_8
794	2	(((AMB,NYM),((ARA,LIR),((CER,ORY),CHL))),GIN);	OG_100267_38_T1_8,OG_104441_9_T1_8
795	2	(((((AMB,ARA),((CER,CHL),LIR)),ORY),NYM),GIN);	OG_100287_36_T1_8,OG_101062_20_T1_8
796	2	((AMB,(ARA,((CER,(NYM,ORY)),(CHL,LIR)))),GIN);	OG_100309_35_T1_8,OG_103690_10_T1_8
797	2	((((((AMB,CER),(CHL,LIR)),NYM),ORY),ARA),GIN);	OG_100312_35_T1_8,OG_100368_33_T1_8
798	2	((AMB,(ARA,(((CER,CHL),LIR),(NYM,ORY)))),GIN);	OG_100328_34_T1_8,OG_101145_20_T1_8
799	2	(((((AMB,(LIR,(NYM,ORY))),CHL),ARA),CER),GIN);	OG_100347_33_T1_8,OG_103333_11_T1_8
800	2	(((((AMB,CER),(CHL,LIR)),(ARA,ORY)),NYM),GIN);	OG_100362_33_T1_8,OG_102710_12_T1_8
801	2	(((AMB,NYM),(((ARA,(CER,ORY)),LIR),CHL)),GIN);	OG_100376_32_T2_8,OG_104955_9_T1_8
802	2	((((((AMB,ORY),NYM),(CHL,LIR)),CER),ARA),GIN);	OG_100387_32_T2_8,OG_100765_24_T1_8
803	2	(((((AMB,NYM),ORY),((CER,CHL),LIR)),ARA),GIN);	OG_100409_31_T1_8,OG_106336_7_T1_8
804	2	(((AMB,NYM),(ARA,(CER,((CHL,ORY),LIR)))),GIN);	OG_100413_31_T1_8,OG_101972_15_T1_8
805	2	((((AMB,(ARA,NYM)),(CER,(CHL,LIR))),ORY),GIN);	OG_100415_31_T1_8,OG_106675_7_T1_8
806	2	((AMB,(((((ARA,CER),ORY),CHL),LIR),NYM)),GIN);	OG_100429_31_T1_8,OG_103452_11_T1_8
807	2	((((((AMB,NYM),ORY),LIR),CHL),(ARA,CER)),GIN);	OG_100439_30_T1_8,OG_102565_13_T1_8
808	2	((((AMB,ARA),(CER,(CHL,LIR))),(NYM,ORY)),GIN);	OG_100443_30_T1_8,OG_101599_17_T1_8
809	2	(((((AMB,((CER,CHL),LIR)),NYM),ORY),ARA),GIN);	OG_100599_26_T1_8,OG_104200_10_T1_8
810	2	((AMB,((((ARA,NYM),ORY),CER),(CHL,LIR))),GIN);	OG_100646_26_T1_8,OG_105776_8_T1_8
811	2	((((AMB,NYM),(ARA,ORY)),((CER,CHL),LIR)),GIN);	OG_100671_25_T1_8,OG_102414_13_T1_8
812	2	(((AMB,NYM),(((ARA,ORY),(CER,LIR)),CHL)),GIN);	OG_100677_25_T1_8,OG_102593_13_T1_8
813	2	((AMB,((((ARA,(CER,CHL)),LIR),ORY),NYM)),GIN);	OG_100683_25_T1_8,OG_104129_10_T1_8
814	2	(((AMB,(ARA,(((CER,ORY),LIR),CHL))),NYM),GIN);	OG_100711_25_T1_8,OG_103295_11_T1_8
815	2	((AMB,((((ARA,ORY),CER),NYM),(CHL,LIR))),GIN);	OG_100753_24_T1_8,OG_104318_9_T1_8
816	2	(((AMB,((ARA,(CHL,LIR)),(CER,ORY))),NYM),GIN);	OG_100761_24_T1_8,OG_102243_14_T1_8
817	2	((AMB,((ARA,(((CER,LIR),ORY),CHL)),NYM)),GIN);	OG_100787_23_T1_8,OG_101192_19_T1_8
818	2	(((((AMB,NYM),(CHL,LIR)),(CER,ORY)),ARA),GIN);	OG_100832_23_T1_8,OG_105461_8_T1_8
819	2	((AMB,((((ARA,(CER,ORY)),LIR),CHL),NYM)),GIN);	OG_100848_23_T1_8,OG_101384_18_T1_8
820	2	((AMB,((((ARA,ORY),(CER,CHL)),LIR),NYM)),GIN);	OG_100913_22_T1_8,OG_102660_13_T1_8
821	2	(((AMB,((CER,CHL),LIR)),((ARA,ORY),NYM)),GIN);	OG_100921_22_T1_8,OG_106595_7_T1_8
822	2	((((AMB,NYM),(ARA,(CER,(CHL,LIR)))),ORY),GIN);	OG_100966_21_T1_8,OG_103822_10_T1_8
823	2	(((AMB,((ARA,(LIR,ORY)),(CER,CHL))),NYM),GIN);	OG_100994_21_T1_8,OG_101340_18_T1_8
824	2	(((AMB,((ARA,((CER,LIR),CHL)),ORY)),NYM),GIN);	OG_101015_21_T1_8,OG_103064_12_T1_8
825	2	((AMB,(((ARA,((CHL,ORY),LIR)),CER),NYM)),GIN);	OG_101071_20_T1_8,OG_102841_12_T1_8
826	2	(((AMB,(((ARA,CER),(LIR,ORY)),CHL)),NYM),GIN);	OG_101086_20_T1_8,OG_103539_11_T1_8
827	2	(((AMB,((ARA,((CHL,LIR),ORY)),CER)),NYM),GIN);	OG_101140_20_T1_8,OG_101983_15_T1_8
828	2	(((AMB,((((ARA,ORY),CHL),CER),LIR)),NYM),GIN);	OG_101153_20_T1_8,OG_103608_11_T1_8
829	2	(((((AMB,(CER,(CHL,LIR))),ORY),NYM),ARA),GIN);	OG_101221_19_T1_8,OG_103719_10_T1_8
830	2	((((AMB,(((ARA,ORY),LIR),CHL)),CER),NYM),GIN);	OG_101255_19_T1_8,OG_101671_16_T1_8
831	2	((((AMB,ARA),(CER,((CHL,ORY),LIR))),NYM),GIN);	OG_101262_19_T1_8,OG_101632_16_T1_8
832	2	((AMB,(ARA,(CER,((CHL,LIR),(NYM,ORY))))),GIN);	OG_101266_19_T1_8,OG_102383_13_T1_8
833	2	(((((AMB,(NYM,ORY)),(CHL,LIR)),ARA),CER),GIN);	OG_101360_18_T1_8,OG_106328_7_T1_8
834	2	(((AMB,NYM),(((ARA,ORY),CHL),(CER,LIR))),GIN);	OG_101435_18_T1_8,OG_101785_16_T1_8
835	2	(((AMB,NYM),((ARA,((CER,LIR),CHL)),ORY)),GIN);	OG_101508_17_T1_8,OG_104118_10_T1_8
836	2	((((AMB,(CHL,(LIR,(NYM,ORY)))),ARA),CER),GIN);	OG_101596_17_T1_8,OG_102096_14_T1_8
837	2	((AMB,(((ARA,(CHL,LIR)),(NYM,ORY)),CER)),GIN);	OG_101629_16_T1_8,OG_105303_8_T1_8
838	2	((AMB,((((ARA,ORY),CHL),LIR),(CER,NYM))),GIN);	OG_101639_16_T1_8,OG_103044_12_T1_8
839	2	(((((AMB,((ARA,ORY),NYM)),LIR),CHL),CER),GIN);	OG_101721_16_T1_8,OG_105695_8_T1_8
840	2	((AMB,((ARA,ORY),(((CER,LIR),CHL),NYM))),GIN);	OG_101725_16_T1_8,OG_105852_8_T1_8
841	2	((AMB,(ARA,((CER,((CHL,LIR),ORY)),NYM))),GIN);	OG_101784_16_T1_8,OG_101881_15_T1_8
842	2	((AMB,(((((ARA,CHL),LIR),CER),ORY),NYM)),GIN);	OG_101837_15_T1_8,OG_102629_13_T1_8
843	2	((AMB,((ARA,NYM),((CER,CHL),(LIR,ORY)))),GIN);	OG_101878_15_T1_8,OG_104686_9_T1_8
844	2	((((AMB,(((ARA,LIR),CHL),CER)),NYM),ORY),GIN);	OG_101890_15_T1_8,OG_103234_11_T1_8
845	2	(((AMB,(CHL,(LIR,(NYM,ORY)))),(ARA,CER)),GIN);	OG_101937_15_T1_8,OG_106293_7_T1_8
846	2	((((AMB,ORY),NYM),((ARA,CHL),(CER,LIR))),GIN);	OG_101942_15_T1_8,OG_102203_14_T1_8
847	2	((AMB,(((ARA,(CER,NYM)),(LIR,ORY)),CHL)),GIN);	OG_101976_15_T1_8,OG_103914_10_T1_8
848	2	(((AMB,(((ARA,LIR),CER),(CHL,ORY))),NYM),GIN);	OG_101990_15_T1_8,OG_102463_13_T1_8
849	2	(((AMB,(ARA,((CER,CHL),(LIR,ORY)))),NYM),GIN);	OG_101994_15_T1_8,OG_106628_7_T1_8
850	2	((((AMB,NYM),((ARA,ORY),(CHL,LIR))),CER),GIN);	OG_102151_14_T1_8,OG_104531_9_T1_8
851	2	((AMB,((((ARA,CHL),CER),(LIR,ORY)),NYM)),GIN);	OG_102164_14_T1_8,OG_104434_9_T1_8
852	2	(((AMB,(ARA,(CHL,(LIR,(NYM,ORY))))),CER),GIN);	OG_102206_14_T1_8,OG_102226_14_T1_8
853	2	((AMB,((ARA,NYM),(CER,((CHL,LIR),ORY)))),GIN);	OG_102239_14_T1_8,OG_104428_9_T1_8
854	2	((((AMB,ARA),(NYM,ORY)),(CER,(CHL,LIR))),GIN);	OG_102379_13_T1_8,OG_103782_10_T1_8
855	2	(((AMB,((((ARA,LIR),CER),CHL),ORY)),NYM),GIN);	OG_102509_13_T1_8,OG_104108_10_T1_8
856	2	((((((AMB,(NYM,ORY)),LIR),CHL),CER),ARA),GIN);	OG_102518_13_T1_8,OG_102881_12_T1_8
857	2	(((((((AMB,NYM),ORY),LIR),CHL),CER),ARA),GIN);	OG_102607_13_T1_8,OG_102954_12_T1_8
858	2	((AMB,(((((ARA,ORY),NYM),CER),LIR),CHL)),GIN);	OG_102714_12_T1_8,OG_106881_7_T1_8
859	2	(((AMB,NYM),(((ARA,CER),(LIR,ORY)),CHL)),GIN);	OG_102721_12_T1_8,OG_104905_9_T1_8
860	2	(((AMB,NYM),((((ARA,CER),LIR),CHL),ORY)),GIN);	OG_102730_12_T1_8,OG_102810_12_T1_8
861	2	(((AMB,((((ARA,LIR),CHL),CER),ORY)),NYM),GIN);	OG_102772_12_T1_8,OG_105997_8_T1_8
862	2	(((((AMB,NYM),((CHL,ORY),LIR)),CER),ARA),GIN);	OG_102800_12_T1_8,OG_103185_11_T1_8
863	2	(((AMB,(CER,(CHL,(LIR,(NYM,ORY))))),ARA),GIN);	OG_102846_12_T1_8,OG_103560_11_T1_8
864	2	((AMB,((((ARA,ORY),(CER,LIR)),CHL),NYM)),GIN);	OG_102938_12_T1_8,OG_105914_8_T1_8
865	2	((((((AMB,ORY),NYM),LIR),CHL),(ARA,CER)),GIN);	OG_102982_12_T1_8,OG_104724_9_T1_8
866	2	(((AMB,((CER,(CHL,LIR)),NYM)),(ARA,ORY)),GIN);	OG_103005_12_T1_8,OG_103818_10_T1_8
867	2	(((AMB,NYM),(((ARA,ORY),(CER,CHL)),LIR)),GIN);	OG_103039_12_T1_8,OG_105974_8_T1_8
868	2	((((((AMB,ORY),NYM),(CHL,LIR)),ARA),CER),GIN);	OG_103198_11_T1_8,OG_104218_10_T1_8
869	2	((AMB,(((((ARA,ORY),NYM),LIR),CHL),CER)),GIN);	OG_103201_11_T1_8,OG_103804_10_T1_8
870	2	((AMB,((((ARA,CHL),(CER,LIR)),ORY),NYM)),GIN);	OG_103274_11_T1_8,OG_104100_10_T1_8
871	2	((AMB,(((((ARA,ORY),CHL),CER),LIR),NYM)),GIN);	OG_103314_11_T1_8,OG_105520_8_T1_8
872	2	(((AMB,((CER,(NYM,ORY)),(CHL,LIR))),ARA),GIN);	OG_103328_11_T1_8,OG_106563_7_T1_8
873	2	((((AMB,CER),((ARA,ORY),(CHL,LIR))),NYM),GIN);	OG_103434_11_T1_8,OG_104583_9_T1_8
874	2	((((AMB,((ARA,(CHL,LIR)),CER)),NYM),ORY),GIN);	OG_103477_11_T1_8,OG_105679_8_T1_8
875	2	(((((AMB,CER),(CHL,LIR)),(NYM,ORY)),ARA),GIN);	OG_103706_10_T1_8,OG_106163_7_T1_8
876	2	(((AMB,ORY),(((ARA,CER),(CHL,LIR)),NYM)),GIN);	OG_103837_10_T1_8,OG_104824_9_T1_8
877	2	((AMB,((ARA,((CHL,LIR),(NYM,ORY))),CER)),GIN);	OG_103993_10_T1_8,OG_106496_7_T1_8
878	2	(((((AMB,CER),NYM),(ARA,ORY)),(CHL,LIR)),GIN);	OG_104101_10_T1_8,OG_105405_8_T1_8
879	2	((AMB,((ARA,(CHL,(LIR,ORY))),(CER,NYM))),GIN);	OG_104140_10_T1_8,OG_104989_9_T1_8
880	2	((AMB,((((ARA,CER),(CHL,LIR)),NYM),ORY)),GIN);	OG_104175_10_T1_8,OG_104206_10_T1_8
881	2	((AMB,(((((ARA,CHL),CER),LIR),ORY),NYM)),GIN);	OG_104576_9_T1_8,OG_105668_8_T1_8
882	2	(((AMB,(ARA,(((CER,ORY),CHL),LIR))),NYM),GIN);	OG_104959_9_T1_8,OG_105391_8_T1_8
883	2	((((((AMB,CER),CHL),LIR),(NYM,ORY)),ARA),GIN);	OG_104981_9_T1_8,OG_105985_8_T1_8
884	2	((((AMB,NYM),(CHL,LIR)),(ARA,CER)),GIN);	OG_100004_175_T3_7,OG_100698_25_T1_7
885	2	((AMB,(((ARA,ORY),LIR),(CER,CHL))),GIN);	OG_100005_158_T5_7,OG_100005_158_T6_7
886	2	((AMB,((ARA,CER),(CHL,LIR))),(NYM,ORY));	OG_100006_156_T10_7,OG_100006_156_T6_7
887	2	((AMB,NYM),((ARA,CER),(CHL,(LIR,ORY))));	OG_100006_156_T12_7,OG_100006_156_T8_7
888	2	((((AMB,ARA),GIN),(CHL,LIR)),(NYM,ORY));	OG_100011_117_T3_7,OG_100011_117_T5_7
889	2	(((((AMB,(ARA,GIN)),CHL),LIR),NYM),ORY);	OG_100011_117_T4_7,OG_100011_117_T6_7
890	2	((((AMB,(CER,(CHL,LIR))),NYM),ORY),GIN);	OG_100012_114_T3_7,OG_104999_9_T1_7
891	2	((((AMB,ORY),NYM),((CER,CHL),LIR)),ARA);	OG_100014_110_T2_7,OG_100024_92_T3_7
892	2	(((AMB,ARA),((CER,LIR),(NYM,ORY))),GIN);	OG_100014_110_T3_7,OG_102557_13_T1_7
893	2	(((AMB,(((ARA,CER),CHL),LIR)),NYM),ORY);	OG_100019_100_T3_7,OG_100098_62_T3_7
894	2	((((AMB,ORY),NYM),(CHL,LIR)),(ARA,CER));	OG_100023_93_T1_7,OG_100049_72_T3_7
895	2	(((((AMB,CER),(CHL,LIR)),ARA),ORY),NYM);	OG_100036_83_T3_7,OG_100036_83_T4_7
896	2	(((AMB,((CER,(CHL,LIR)),ORY)),NYM),GIN);	OG_100047_75_T1_7,OG_101742_16_T2_7
897	2	((AMB,NYM),((ARA,((CER,CHL),LIR)),ORY));	OG_100073_66_T3_7,OG_100073_66_T4_7
898	2	(AMB,((((ARA,CHL),(CER,LIR)),ORY),NYM));	OG_100073_66_T5_7,OG_105684_8_T1_7
899	2	((AMB,NYM),(((ARA,ORY),CER),(CHL,LIR)));	OG_100083_64_T2_7,OG_100277_37_T3_7
900	2	((AMB,((CER,(NYM,ORY)),(CHL,LIR))),GIN);	OG_100111_58_T3_7,OG_102287_14_T1_7
901	2	((((((ARA,CER),LIR),ORY),CHL),NYM),GIN);	OG_100141_53_T2_7,OG_106823_7_T1_7
902	2	((AMB,(((ARA,CER),(CHL,LIR)),ORY)),GIN);	OG_100154_49_T3_7,OG_101968_15_T1_7
903	2	(((AMB,(((ARA,CHL),LIR),NYM)),ORY),GIN);	OG_100159_49_T1_7,OG_103450_11_T1_7
904	2	((((AMB,((CER,LIR),NYM)),ORY),ARA),GIN);	OG_100165_47_T2_7,OG_102413_13_T1_7
905	2	(((AMB,NYM),(((ARA,CER),CHL),LIR)),ORY);	OG_100175_46_T2_7,OG_100282_37_T1_7
906	2	(((AMB,(NYM,ORY)),((ARA,CER),CHL)),GIN);	OG_100187_45_T1_7,OG_102115_14_T1_7
907	2	((AMB,((((CER,LIR),CHL),ORY),NYM)),GIN);	OG_100195_44_T1_7,OG_100919_22_T1_7
908	2	((AMB,(ARA,(CER,(LIR,(NYM,ORY))))),GIN);	OG_100201_43_T1_7,OG_106617_7_T1_7
909	2	((((ARA,ORY),((CER,LIR),CHL)),NYM),GIN);	OG_100202_43_T2_7,OG_100988_21_T1_7
910	2	(AMB,((ARA,((CER,(LIR,ORY)),CHL)),NYM));	OG_100248_39_T3_7,OG_105287_8_T1_7
911	2	(((((AMB,NYM),(CER,LIR)),ARA),ORY),GIN);	OG_100282_37_T2_7,OG_100476_29_T1_7
912	2	((AMB,((ARA,NYM),((CER,LIR),CHL))),GIN);	OG_100296_36_T2_7,OG_102127_14_T1_7
913	2	((((AMB,NYM),(ARA,(CHL,LIR))),ORY),GIN);	OG_100298_36_T2_7,OG_101412_18_T1_7
914	2	((((AMB,((CER,CHL),LIR)),ARA),NYM),GIN);	OG_100352_33_T1_7,OG_105517_8_T1_7
915	2	(((AMB,NYM),(ARA,((CER,LIR),ORY))),GIN);	OG_100353_33_T1_7,OG_103051_12_T1_7
916	2	((AMB,((CER,(CHL,LIR)),(NYM,ORY))),GIN);	OG_100374_32_T2_7,OG_102713_12_T1_7
917	2	(((((AMB,ORY),(CHL,LIR)),ARA),NYM),GIN);	OG_100418_31_T2_7,OG_102572_13_T1_7
918	2	((AMB,((ARA,CER),(LIR,(NYM,ORY)))),GIN);	OG_100478_29_T1_7,OG_105918_8_T1_7
919	2	(((AMB,ARA),((CHL,LIR),(NYM,ORY))),GIN);	OG_100513_28_T1_7,OG_101587_17_T1_7
920	2	(AMB,(((ARA,((CER,LIR),CHL)),ORY),NYM));	OG_100515_28_T1_7,OG_107655_6_T1_7
921	2	((AMB,((ARA,CER),((CHL,ORY),LIR))),GIN);	OG_100530_28_T1_7,OG_100805_23_T1_7
922	2	((AMB,((ARA,((CER,CHL),LIR)),ORY)),NYM);	OG_100531_28_T2_7,OG_102382_13_T1_7
923	2	(AMB,((((ARA,(CHL,ORY)),CER),LIR),NYM));	OG_100587_27_T1_7,OG_102284_14_T1_7
924	2	(((((AMB,CER),(CHL,LIR)),NYM),ORY),GIN);	OG_100639_26_T1_7,OG_107893_6_T1_7
925	2	((((AMB,((ARA,CER),LIR)),ORY),NYM),GIN);	OG_100696_25_T2_7,OG_107440_6_T1_7
926	2	(AMB,((ARA,(NYM,ORY)),((CER,LIR),CHL)));	OG_100735_24_T1_7,OG_102914_12_T1_7
927	2	(((AMB,((ARA,(CER,ORY)),LIR)),NYM),GIN);	OG_100755_24_T1_7,OG_101628_16_T1_7
928	2	((((AMB,NYM),((CHL,ORY),LIR)),ARA),GIN);	OG_100799_23_T2_7,OG_105566_8_T1_7
929	2	((((ARA,ORY),(CER,(CHL,LIR))),NYM),GIN);	OG_100823_23_T1_7,OG_101921_15_T1_7
930	2	((((AMB,ARA),((CER,CHL),LIR)),NYM),GIN);	OG_100854_23_T1_7,OG_103329_11_T1_7
931	2	(((AMB,NYM),(((ARA,CER),LIR),CHL)),GIN);	OG_100931_22_T1_7,OG_103499_11_T1_7
932	2	((((AMB,(CER,NYM)),LIR),(ARA,ORY)),GIN);	OG_101001_21_T1_7,OG_107047_7_T1_7
933	2	((AMB,(((ARA,NYM),ORY),(CER,LIR))),GIN);	OG_101020_21_T1_7,OG_104072_10_T1_7
934	2	((AMB,(ARA,(((CHL,ORY),NYM),LIR))),GIN);	OG_101056_20_T1_7,OG_103357_11_T1_7
935	2	(AMB,((ARA,(CER,((CHL,ORY),LIR))),NYM));	OG_101061_20_T1_7,OG_102867_12_T1_7
936	2	(AMB,((((ARA,CER),ORY),NYM),(CHL,LIR)));	OG_101137_20_T1_7,OG_102876_12_T1_7
937	2	(((AMB,(((ARA,CHL),ORY),CER)),NYM),GIN);	OG_101166_19_T1_7,OG_103281_11_T1_7
938	2	(((((AMB,NYM),(CHL,LIR)),ORY),ARA),GIN);	OG_101176_19_T1_7,OG_105431_8_T1_7
939	2	(((AMB,((ARA,CER),(CHL,LIR))),ORY),GIN);	OG_101190_19_T1_7,OG_106658_7_T1_7
940	2	((((AMB,(ARA,ORY)),NYM),(CHL,LIR)),GIN);	OG_101197_19_T1_7,OG_104527_9_T1_7
941	2	((((AMB,(ARA,ORY)),(CHL,LIR)),NYM),GIN);	OG_101259_19_T1_7,OG_106490_7_T1_7
942	2	(AMB,(ARA,(CER,((CHL,(NYM,ORY)),LIR))));	OG_101369_18_T1_7,OG_106900_7_T1_7
943	2	((((AMB,ORY),(CHL,LIR)),(ARA,NYM)),GIN);	OG_101476_17_T1_7,OG_108009_6_T1_7
944	2	(AMB,(((ARA,CER),(NYM,ORY)),(CHL,LIR)));	OG_101528_17_T1_7,OG_106768_7_T1_7
945	2	(((ARA,(CHL,(LIR,(NYM,ORY)))),CER),GIN);	OG_101552_17_T1_7,OG_104243_10_T1_7
946	2	((((AMB,(CHL,NYM)),LIR),(ARA,ORY)),GIN);	OG_101564_17_T1_7,OG_101904_15_T1_7
947	2	((((AMB,(CHL,LIR)),ARA),(NYM,ORY)),GIN);	OG_101625_16_T1_7,OG_102720_12_T1_7
948	2	(((((AMB,(NYM,ORY)),LIR),ARA),CER),GIN);	OG_101644_16_T1_7,OG_106852_7_T1_7
949	2	(((((AMB,ORY),NYM),(CHL,LIR)),ARA),GIN);	OG_101683_16_T1_7,OG_105616_8_T1_7
950	2	(((AMB,(CER,((CHL,ORY),LIR))),NYM),GIN);	OG_101768_16_T1_7,OG_105193_8_T1_7
951	2	(((AMB,(ARA,(CER,(CHL,LIR)))),ORY),GIN);	OG_101891_15_T1_7,OG_104410_9_T1_7
952	2	((AMB,(((ARA,LIR),CHL),(NYM,ORY))),GIN);	OG_101925_15_T1_7,OG_104658_9_T1_7
953	2	(AMB,((ARA,NYM),(CER,(CHL,(LIR,ORY)))));	OG_102020_15_T1_7,OG_104032_10_T1_7
954	2	(AMB,((((ARA,LIR),(CER,ORY)),CHL),NYM));	OG_102079_14_T1_7,OG_104613_9_T1_7
955	2	((((AMB,ORY),NYM),((ARA,CER),LIR)),GIN);	OG_102126_14_T1_7,OG_106430_7_T1_7
956	2	((AMB,((ARA,CER),((LIR,ORY),NYM))),GIN);	OG_102169_14_T1_7,OG_104145_10_T1_7
957	2	((((AMB,((CER,LIR),CHL)),ARA),NYM),GIN);	OG_102171_14_T1_7,OG_105790_8_T1_7
958	2	((AMB,((ARA,CHL),(LIR,(NYM,ORY)))),GIN);	OG_102175_14_T1_7,OG_106684_7_T1_7
959	2	(((((AMB,NYM),ARA),(CHL,LIR)),CER),GIN);	OG_102179_14_T1_7,OG_106911_7_T1_7
960	2	(((AMB,(((ARA,CER),LIR),ORY)),NYM),GIN);	OG_102210_14_T1_7,OG_104112_10_T1_7
961	2	((AMB,((CER,((CHL,ORY),LIR)),NYM)),GIN);	OG_102303_14_T1_7,OG_107975_6_T1_7
962	2	(AMB,((ARA,(((CER,LIR),CHL),ORY)),NYM));	OG_102321_14_T1_7,OG_105504_8_T1_7
963	2	(AMB,(((ARA,(CER,CHL)),(LIR,ORY)),NYM));	OG_102385_13_T1_7,OG_107512_6_T1_7
964	2	(AMB,((((ARA,CER),LIR),(CHL,ORY)),NYM));	OG_102428_13_T1_7,OG_102585_13_T1_7
965	2	(((AMB,NYM),(((ARA,LIR),CHL),CER)),GIN);	OG_102538_13_T1_7,OG_105347_8_T1_7
966	2	((AMB,(((ARA,LIR),(CER,ORY)),NYM)),GIN);	OG_102542_13_T1_7,OG_103058_12_T1_7
967	2	(AMB,((ARA,ORY),((CER,(CHL,LIR)),NYM)));	OG_102559_13_T1_7,OG_102566_13_T1_7
968	2	(AMB,(((ARA,((CER,LIR),CHL)),NYM),ORY));	OG_102573_13_T1_7,OG_104021_10_T1_7
969	2	((AMB,((ARA,NYM),((CER,CHL),LIR))),GIN);	OG_102655_13_T1_7,OG_103907_10_T1_7
970	2	(AMB,(ARA,(CER,((CHL,LIR),(NYM,ORY)))));	OG_102747_12_T1_7,OG_107599_6_T1_7
971	2	(AMB,((((ARA,ORY),NYM),CHL),(CER,LIR)));	OG_102795_12_T1_7,OG_103345_11_T1_7
972	2	(AMB,(ARA,(((CER,(NYM,ORY)),CHL),LIR)));	OG_102962_12_T1_7,OG_105306_8_T1_7
973	2	((((AMB,(CER,(CHL,LIR))),ARA),NYM),GIN);	OG_103043_12_T1_7,OG_104035_10_T1_7
974	2	((AMB,((((ARA,CER),ORY),CHL),NYM)),GIN);	OG_103207_11_T1_7,OG_105240_8_T1_7
975	2	(AMB,((((ARA,ORY),NYM),LIR),(CER,CHL)));	OG_103292_11_T1_7,OG_104333_9_T1_7
976	2	((((AMB,NYM),((ARA,CER),LIR)),ORY),GIN);	OG_103294_11_T1_7,OG_107481_6_T1_7
977	2	(((AMB,NYM),((CER,ORY),(CHL,LIR))),GIN);	OG_103438_11_T1_7,OG_107891_6_T1_7
978	2	((AMB,(((CER,CHL),(LIR,ORY)),NYM)),GIN);	OG_103508_11_T1_7,OG_104487_9_T1_7
979	2	((AMB,((ARA,(CHL,LIR)),(CER,NYM))),GIN);	OG_103575_11_T1_7,OG_107769_6_T1_7
980	2	((AMB,(((ARA,(NYM,ORY)),LIR),CER)),GIN);	OG_103599_11_T1_7,OG_106570_7_T1_7
981	2	((AMB,((((ARA,ORY),NYM),LIR),CER)),GIN);	OG_103600_11_T1_7,OG_104664_9_T1_7
982	2	((AMB,((((ARA,CHL),CER),LIR),NYM)),GIN);	OG_103755_10_T1_7,OG_105637_8_T1_7
983	2	(AMB,(((ARA,NYM),(CHL,(LIR,ORY))),CER));	OG_103759_10_T1_7,OG_105816_8_T1_7
984	2	(AMB,((((ARA,NYM),CHL),(LIR,ORY)),CER));	OG_103829_10_T1_7,OG_104694_9_T1_7
985	2	(AMB,(((ARA,LIR),(CER,CHL)),(NYM,ORY)));	OG_103875_10_T1_7,OG_105489_8_T1_7
986	2	(AMB,((ARA,CER),((CHL,(NYM,ORY)),LIR)));	OG_103896_10_T1_7,OG_107974_6_T1_7
987	2	(AMB,((((ARA,CHL),LIR),CER),(NYM,ORY)));	OG_104063_10_T1_7,OG_104788_9_T1_7
