GeneID,leaf.ammonium,leaf.nitrate,leaf.urea,root.ammonium,root.nitrate,root.urea
AT1G75120,1.975,2.897,2.355,3.121,1.892,3.07
AT1G75125,2.387,3.779,3.14,2.38,2.233,3.179
AT1G75130,11.481,14.478,8.855,8.184,6.546,5.84
AT1G75140,16.707,12.504,13.211,13.67,9.208,12.809
AT1G75150,1.355,2.491,2.08,3.469,3.806,3.348
AT1G75160,0.011,0,0,0,0.042,0.031
AT1G75170,16.137,20.555,8.161,20.606,15.488,13.855
AT1G75180,18.425,9.421,14.413,20.107,15.69,20.479
AT1G75190,16.941,10.409,15.065,8.398,7.163,10.092
AT1G75200,11.657,16.399,12.162,17.203,17.19,14.919
AT1G75210,15.579,18.672,15.924,13.768,12.14,12.188
AT1G75220,44.307,33.229,41.488,32.565,42.106,34.886
AT1G75230,8.598,5.274,16.02,6.692,8.33,8.951
AT1G75240,7.556,7.463,5.683,0.203,0.176,0.16
AT1G75250,2.405,2.458,2.709,1.241,1.386,1.702
AT1G75260,0.229,0.283,0.391,2.864,3.153,3.138
AT1G75270,25.863,20.809,24.57,28.478,22.922,22.275
AT1G75280,24.475,22.434,27.884,66.108,79.893,48.607
AT1G75290,1.165,0.672,1.024,3.683,3.623,4.617
AT1G75300,1.096,1.145,0.886,0.199,0.49,0.203
AT1G75310,10.224,16.377,8.232,13.26,20.197,16.599
AT1G75330,67.366,68.063,67.303,54.455,55.185,49.668
AT1G75335,2.539,4.515,3.902,7.511,7.046,8.305
AT1G75340,10.375,10.287,9.723,11.898,11.576,12.57
AT1G75350,245.887,278.149,347.63,13.27,12.514,14.983
AT1G75360,0.46,0.377,0.417,0.322,0.246,0.248
AT1G75370,43.867,33.613,38.13,35.832,35.487,34.638
AT1G75380,340.055,275.516,212.194,47.832,28.74,36.733
AT1G75390,1.802,1.646,0.996,42.936,34.461,48.58
AT1G75400,21.511,18.344,19.686,30.569,23.96,28.152
AT1G75410,24.027,26.288,18.663,13.313,7.323,9.179
AT1G75420,9.991,10.332,10.458,12.43,11.852,13.118
AT1G75430,0.009,0.035,0,0.438,0.249,0.377
AT1G75440,53.852,20.648,34.297,66.622,31.076,43.253
AT1G75450,1.046,0.727,1.235,7.772,2.791,2.95
AT1G75460,69.748,61.497,76.857,0.053,0.045,0.015
AT1G75470,0.01,0,0.015,0.033,0.027,0
AT1G75490,1.289,0.353,1.084,0.151,0.066,0.082
AT1G75500,42.607,77.5,51.122,252.033,429.768,307.354
AT1G75510,23.211,32.507,20.317,29.773,28.691,27.843
AT1G75520,0.179,0.278,0.125,6.702,1.98,4.621
AT1G75530,0.007,0.016,0,0.028,0,0.018
AT1G75540,12.953,11.327,13.826,94.315,73.847,86.209
AT1G75550,0.944,2.021,2.036,1.172,2.482,1.362
AT1G75560,24.029,25.277,22.604,30.39,32.051,28.341
AT1G75580,0.618,1.546,0.738,1.521,1.495,1.801
AT1G75590,0.849,1.983,0.715,2.712,3.451,1.964
AT1G75600,0,0.327,0,0.743,0.79,0.881
AT1G75620,0.109,0.205,0.182,1.074,1.086,0.901
AT1G75630,53.143,50.527,50.481,53.449,52.694,56.348
AT1G75640,0.549,1.018,0.713,2.81,3.175,2.39
AT1G75660,23.583,26.42,21.634,39.833,33.089,36.069
AT1G75670,5.3,7.312,5.56,11.875,11.602,12.478
AT1G75680,30.853,51.988,37.233,88.913,114.249,92.195
AT1G75690,81.216,57.74,99.837,0.61,0.167,0.652
AT1G75700,0.151,0.274,0.305,4.89,5.989,7.523
AT1G75710,5.732,9.68,5.749,9.328,6.968,6.087
AT1G75717,0,0,0,0,0,0
AT1G75720,0.197,0.884,0.476,5.457,6.606,7.352
AT1G75730,4.486,7.536,5.23,8.214,10.022,9.819
AT1G75750,45.864,170.809,127.546,40.696,50.321,21.727
AT1G75760,12.998,17.447,11.841,17.36,16.407,16.937
AT1G75770,5.623,7.688,5.321,1.058,1.014,0.836
AT1G75780,5.285,11.034,9.687,26.106,48.77,22.628
AT1G75785,0.045,0,0.028,0.062,0.18,0.102
AT1G75790,0.095,0.253,0.032,0,0.008,0
AT1G75800,112.235,99.982,88.88,162.317,99.671,189.902
AT1G75810,6.32,6.822,5.167,9.571,6.452,8.944
AT1G75820,12.326,13.163,15.55,48.632,36.824,53.758
AT1G75830,0.761,0.068,0.304,0.144,0,0.104
AT1G75840,34.196,56.315,34.974,65.764,85.209,64.586
AT1G75850,13.959,13.897,13.097,22.324,20.696,21.275
AT1G75860,18.922,23.656,21.576,41.995,45.911,40.558
AT1G75870,0,0,0,0,0,0
AT1G75880,1.311,1.596,1.517,0.637,0.158,0.358
AT1G75890,0.112,0.304,0.121,0.28,0.142,0.063
AT1G75900,6.111,11.121,7.218,2.398,1.162,0.855
AT1G75910,0.198,1.28,0,0,0.013,0
AT1G75920,0.041,0.201,0.073,0.593,0.448,0.324
AT1G75930,0.098,0.194,0,0.056,0.066,0.037
AT1G75940,0.463,1.185,0,0.02,0,0.008
AT1G75945,14.036,18.392,14.945,22.92,24.422,24.959
AT1G75950,153.732,138.775,144.505,178.036,183.287,186.239
AT1G75960,16.467,1.31,18.026,0.444,0.277,0.214
AT1G75980,6.672,7.455,6.639,10.631,10.019,10.088
AT1G75990,12.409,15.606,12.209,22.583,27.187,19.136
AT1G76010,98.675,100.114,101.402,106.786,113.683,93.515
AT1G76020,16.43,15.859,14.4,15.182,19.728,20.851
AT1G76030,81.023,101.097,82.678,82.305,92.411,82.683
AT1G76040,6.679,23.661,5.829,57.28,58.63,65.912
AT1G76050,15.57,16.653,16.691,9.679,8,11.222
AT1G76060,8.739,8.758,6.033,9.404,9.83,8.498
AT1G76065,2.035,2.839,2.207,3.895,3.369,4.039
AT1G76070,6.509,4.834,5.737,19.892,16.9,15.064
AT1G76080,92.007,99.988,91.406,3.859,2.685,2.665
AT1G76090,16.771,28.101,15.316,32.693,48.887,21.501
AT1G76100,187.189,199.539,169.873,1.832,0.702,1.21
AT1G76110,26.287,29.188,20.674,0.422,0.543,0.775
AT1G76120,3.684,5.16,3.992,5.844,6.17,5.437
AT1G76130,7.052,8.594,6.416,5.394,5.25,6.664
AT1G76140,35.631,36.281,29.998,26.951,28.021,25.26
AT1G76150,43.871,35.97,31.169,23.437,15.631,20.352
AT1G76160,54.221,93.338,66.053,136.3,187.806,158.357
AT1G76170,5.214,4.933,5.127,7.46,6.573,8.639
AT1G76180,485.269,467.214,518.163,904.538,1148.516,1114.44
AT1G76185,6.813,8.262,6.581,7.728,7.685,7.238
AT1G76190,0.281,0.184,0.202,0,0.021,0
AT1G76200,139.491,121.092,136.911,170.581,194.985,185.679
AT1G76210,0.685,0,0.432,0.297,1.122,0.116
AT1G76220,0.053,0.095,0.072,0.623,0.695,0.716
AT1G76230,0.068,0.07,0.042,0.701,0.838,0.79
AT1G76240,0.882,0.555,1.015,9.669,11.617,2.834
AT1G76250,0.319,0.334,0.306,4.073,5.664,3.343
AT1G76260,7.095,7.345,6.578,16.154,17.266,16.463
AT1G76270,5.012,5.298,4.214,10.934,12.101,11.76
AT1G76280,3.914,4.163,4.839,6.099,5.576,5.89
AT1G76290,0,0,0,0.041,0.057,0.018
AT1G76300,26.244,35.434,28.615,42.649,43.554,42.116
AT1G76310,1.29,3.115,1.95,8.082,13.136,10.046
AT1G76320,6.382,6.309,5.97,9.141,8.307,8.682
AT1G76340,8.203,10.436,7.816,21.595,28.562,24.659
AT1G76350,7.394,7.973,7.048,15.694,10.966,14.062
AT1G76360,30.516,23.128,24.448,22.449,22.679,28.364
AT1G76370,0,0,0,0.017,0.035,0.025
AT1G76380,6.773,4.801,8.822,13.473,9.884,10.573
AT1G76390,11.151,11.154,10.322,17.609,17.05,17.347
AT1G76400,22.979,26.282,22.433,36.584,36.822,33.012
AT1G76405,11.167,16.497,12.531,9.802,9.105,11.34
AT1G76410,2.328,1.446,2.925,20.695,11.275,23.04
AT1G76420,0.061,0.079,0.071,0.064,0.035,0.022
AT1G76430,0.016,0.022,0.018,0.133,0.163,0.078
AT1G76440,5.85,7.687,4.955,10.105,10.463,9.586
AT1G76450,97.494,114.583,124.539,7.177,7.424,7.821
AT1G76460,24.306,11.898,23.656,31.801,24.603,34.468
AT1G76465,0.082,0,0.219,0.358,0,0
AT1G76470,1.739,0.679,0.6,6.645,2.769,1.926
AT1G76480,0.251,0.052,0.042,1.285,0.366,0.253
AT1G76490,142.84,121.238,129.555,139.528,120.225,102.686
AT1G76500,0.029,0.008,0.022,6.043,4.77,5.171
AT1G76510,7.847,8.129,6.804,11.732,12.271,12.062
AT1G76520,100.201,29.85,69.954,16.978,2.282,6.436
AT1G76530,3.108,1.634,3.792,0.018,0.009,0.018
AT1G76540,4.702,9.061,5.969,28.804,44.861,29.096
AT1G76550,9.177,9.03,8.198,32.409,38.058,28.234
AT1G76560,13.141,6.847,11.648,7.921,7.934,8.918
AT1G76570,16.633,8.125,13.67,4.103,3.62,3.863
AT1G76580,28.275,19.032,18.592,19.208,17.126,20.135
AT1G76590,85.24,31.838,55.165,27.697,9.006,16.478
AT1G76600,19.621,16.879,47.865,51.543,65.379,65.575
AT1G76610,0.389,0.288,0.547,0.145,0.048,0
AT1G76620,5.202,16.152,8.501,0.645,0.844,0.413
AT1G76630,8.788,9.13,8.893,15.039,14.293,15.177
AT1G76640,0.505,0.439,0.841,16.398,42.439,28.688
AT1G76650,58.177,17.905,73.894,206.797,272.577,390.174
AT1G76660,11.915,12.431,11.591,24.489,25.273,26.006
AT1G76670,43.665,59.661,42.288,70.119,81.551,69.773
AT1G76680,42.424,31.353,26.513,104.898,86.695,146.334
AT1G76690,7.382,2.768,4.299,22.008,10.168,15.324
AT1G76700,14.378,23.58,14.621,15.781,19.105,17.269
AT1G76705,3.088,2.568,2.736,3.41,3.583,4.445
AT1G76710,6.472,7.701,5.912,13.687,12.034,13.972
AT1G76720,2.109,2.15,2.669,2.752,3.135,3.688
AT1G76728,0,0,0,0,0,0
AT1G76730,45.771,53.103,44.498,1.314,0.756,1.182
AT1G76740,0.308,0.703,0.452,2.266,4.079,2.87
AT1G76750,0,0,0,0.023,0,0.022
AT1G76760,1.494,2.772,1.035,9.182,7.963,9.629
AT1G76770,0.041,0.256,0.136,1.015,1.699,1.581
AT1G76780,0.165,0.351,0.263,3.663,4.482,5.161
AT1G76790,16.418,10.151,18.8,147.352,178.569,145.733
AT1G76800,1.934,2.828,2.008,1.478,1.918,1.943
AT1G76810,35.162,38.948,34.081,58.567,61.604,58.726
AT1G76820,2.442,1.413,2.617,4.67,4.937,5.909
AT1G76830,0,0.011,0,0.03,0,0.024
AT1G76840,0,0,0,0,0.029,0
AT1G76850,25.966,28.409,25.082,35.83,35.319,33.561
AT1G76860,30.783,31.732,29.35,45.638,37.876,47.861
AT1G76870,0.703,2.019,1.1,1.255,1.728,1.436
AT1G76880,14.322,15.635,14.273,26.184,28.254,25.838
AT1G76890,11.104,23.688,10.539,4.216,5.021,3.804
AT1G76900,12.843,14.56,10.5,19.912,20.213,21.783
AT1G76910,0,0,0,0.561,1.03,1.021
AT1G76920,15.543,17.043,13.641,19.949,17.372,16.532
AT1G76930,40.696,26.194,26.776,271.591,456.493,407.24
AT1G76940,16.211,14.329,13.607,18.104,18.252,17.764
AT1G76950,6.503,7.429,6.79,15.81,15.796,14.469
AT1G76952,0.264,0.727,0.591,25.504,19.51,22.85
AT1G76954,0,0,0,0,0.154,0
AT1G76955,6.452,8.072,4.656,0,0,0.036
AT1G76960,107.593,283.518,26.551,0.154,0.029,0
AT1G76965,0,0.088,0,0.258,0.342,0.424
AT1G76970,12.298,29.097,8.494,23.725,24.407,31.692
AT1G76980,3.731,12.495,2.904,12.269,12.464,13.655
AT1G76990,22.031,25.075,20.489,58.714,31.595,71.348
AT1G76994,0,0,0,0,0,0
AT1G77000,9.714,5.401,6.395,9.175,6.766,7.257
AT1G77010,0.258,0.647,0.404,1.041,0.719,0.887
AT1G77020,2.766,6.35,4.726,8.318,9.899,7.303
AT1G77030,8.926,15.305,10.651,20.036,22.646,20.975
AT1G77060,42.479,20.005,43.36,18.394,19.477,32.309
AT1G77080,12.959,12.559,12.938,21.837,17.408,25.342
AT1G77090,42.633,35.482,45.8,2.801,2.018,2.976
AT1G77093,0,0,0,0,0,0
AT1G77100,0,0,0.022,0,0.036,0.064
AT1G77110,0.708,1.061,1.032,4.316,5.716,5.183
AT1G77120,26.834,7.71,15.6,121.985,86.512,103.704
AT1G77122,20.991,18.013,24.925,4.216,3.898,4.21
AT1G77130,19.695,19.51,19.025,21.884,21.059,21.187
AT1G77140,8.199,10.683,8.175,14.771,16.474,13.74
AT1G77145,0.851,2.054,1.041,3.86,2.545,2.754
AT1G77150,0.145,0.115,0,0.131,0.274,0.128
AT1G77160,0,0,0,0.545,1.058,0.427
AT1G77170,3.004,4.379,3.437,6.105,4.811,5.719
AT1G77180,64.515,55.089,60.236,82.433,72.034,79.379
AT1G77200,0.369,0.221,0.252,0.466,0.736,0.206
AT1G77210,27.347,10.123,17.859,0.026,0.054,0.006
AT1G77220,16.752,17.33,13.899,16.777,14.198,17.05
AT1G77230,5.129,5.64,5.392,10.653,8.828,10.778
AT1G77240,0.06,0.015,0.031,2.283,1.481,1.501
AT1G77250,4.761,6.179,5.036,8.311,9.395,9.472
AT1G77260,14.552,15.005,14.229,12.682,12.407,12.262
AT1G77270,2.243,3.71,2.421,3.703,3.377,4.397
AT1G77280,3.132,2.247,2.525,7.976,6.829,7.165
AT1G77290,4.177,5.598,4.326,7.906,5.678,6.424
AT1G77300,9.822,11.982,9.6,13.516,13.849,12.837
AT1G77310,1.321,1.143,1.315,2.369,2.08,2.39
AT1G77320,2.156,2.353,2.143,6.391,5.919,7.292
AT1G77330,0.708,0.763,1.034,11.758,19.193,9.672
AT1G77340,0.016,0.11,0.117,0.118,0.094,0.19
AT1G77350,20.646,23.754,19.346,39.177,40.319,37.105
AT1G77360,1.443,1.737,1.535,2.64,2.85,4.227
AT1G77370,45.928,47.584,40.102,57.659,51.103,66.464
AT1G77380,1.027,1.315,0.697,15.896,4.908,12.069
AT1G77390,0.627,1.431,0.613,1.249,2.451,1.812
AT1G77400,0.757,1.874,1.091,7.322,9.688,6.367
AT1G77405,0.573,1.009,0.848,2.092,1.789,2.213
AT1G77410,1.169,1.422,1.488,1.755,1.413,1.836
AT1G77420,18.266,14.137,14.433,20.686,17.445,19.219
AT1G77440,29.688,34.554,29.291,49.205,49.579,45.348
AT1G77450,10.529,3.445,7.678,19.205,6.045,8.479
AT1G77460,3.248,5.702,2.982,3.299,3.293,3.696
AT1G77470,5.97,8.672,6.114,15.036,13.421,13.863
AT1G77480,11.009,15.902,11.176,12.696,11.761,14.321
AT1G77490,47.639,42.831,55.279,0.891,0.915,0.815
AT1G77500,5.774,6.609,4.97,8.698,6.991,7.19
AT1G77510,49.904,97.282,31.712,42.075,37.403,31.22
AT1G77520,0.749,0.565,0.567,175.105,99.888,133.935
AT1G77525,0.075,0.035,0.04,2.135,5.088,2.39
AT1G77530,0.058,0.056,0.041,135.889,131.615,126.303
AT1G77540,21.382,18.781,17.939,20.681,19.104,19.023
AT1G77550,7.006,9.165,7.371,12.522,14.278,10.366
AT1G77570,0.78,1.791,0.992,2.697,2.546,1.543
AT1G77580,4.267,4.814,4.644,4.571,5.316,2.956
AT1G77590,17.924,18.313,19.261,23.705,29.92,20.636
AT1G77600,7.038,7.219,7.521,6.765,6.755,7.432
AT1G77610,29.142,30.296,27.505,50.763,53.861,49.13
AT1G77620,3.409,3.909,3.514,5.171,4.638,4.966
AT1G77630,4.486,10.276,4.954,10.682,16.536,12.069
AT1G77640,1.607,4.326,3.811,16.806,41.332,40.707
AT1G77650,0,0,0,0,0,0
AT1G77655,0,0,0,0,0,0
AT1G77660,10.09,12.127,6.087,4.65,2.439,1.696
AT1G77670,10.144,15.32,12.024,7.604,8.952,6.055
AT1G77680,9.508,10.393,9.195,13.3,9.742,9.23
AT1G77682,0,0,0,0,0,0
AT1G77690,1.962,4.864,3.568,44.709,79.104,56.96
AT1G77700,0.689,1.091,0.94,8.371,8.105,9.519
AT1G77710,113.506,96.465,102.687,104.359,88.443,114.79
AT1G77720,1.319,2.339,1.69,7.808,7.982,7.286
AT1G77730,0.043,0.032,0.011,0.683,0.718,0.331
AT1G77740,17.317,33.072,19.62,21.303,22.434,17.6
AT1G77750,10.067,14.233,11.969,15.846,19.163,15.604
AT1G77760,8.673,10.724,3.051,43.887,86.902,3.857
AT1G77765,0.627,0.596,0.488,0.657,0.519,0.342
AT1G77770,13.971,16.163,11.856,19.011,18.1,14.436
AT1G77780,0,0,0.014,0,0,0
AT1G77790,0,0,0.014,0.281,0.212,0.132
AT1G77800,17.783,20.784,18.07,23.529,21.395,23.077
AT1G77810,10.611,24.474,11.094,10.932,8.787,8.134
AT1G77815,0,0.148,0,0,0,0
AT1G77830,0.029,0,0,0.028,0,0.028
AT1G77840,19.483,25.268,19.679,28.128,26.844,25.924
AT1G77850,4.209,4.511,4.281,7.065,6.638,7.442
AT1G77855,0.761,1.466,0.923,10.272,14.575,14.616
AT1G77860,0.293,0.171,0.18,0.367,0.458,0.831
AT1G77870,0.63,1.152,1.051,0.587,0.543,0.533
AT1G77880,0.306,0.308,0.342,0.607,0.587,0.678
AT1G77885,4.394,2.181,3.935,85.322,42.813,69.613
AT1G77890,7.049,7.517,5.409,10.018,7.527,9.196
AT1G77910,0,0,0,0.059,0.058,0
AT1G77920,26.097,14.695,14.468,27.55,11.782,16.327
AT1G77930,35.212,26.768,32.188,8.59,7.201,7.81
AT1G77932,0.014,0,0.054,0.038,0.06,0.153
AT1G77940,117.792,206.705,166.948,296.923,337.376,286.44
AT1G77950,0.011,0,0,0.056,0.047,0.011
AT1G77960,19.971,1.656,12.981,0,0.009,0
AT1G77980,0,0.009,0,0.011,0.043,0.03
AT1G77990,9.16,13.864,10.652,0.715,1.258,0.894
AT1G78000,1.295,3.144,1.002,1.623,1.838,1.231
AT1G78010,12.119,16.859,15.351,7.693,6.96,9.994
AT1G78020,30.992,164.366,90.778,60.326,54.942,101.274
AT1G78030,1.644,4.403,2.222,0.047,0.039,0.019
AT1G78040,175.623,285.677,216.458,489.981,652.04,609.697
AT1G78050,0.855,2.038,0.968,13.214,16.335,10.109
AT1G78060,9.38,16.275,11.275,52.789,79.433,77.637
AT1G78070,19.197,14.293,20.288,114.397,150.584,200.912
AT1G78080,44.922,55.045,59.647,148.697,106.793,124.589
AT1G78090,0.062,0.373,0.239,11.259,15.369,11.205
AT1G78100,10.703,15.408,8.981,11.185,15.727,8.818
AT1G78110,4.851,10.085,6.321,16.121,15.384,12.681
AT1G78120,0.176,0.689,0.21,20.524,49.311,29.367
AT1G78130,9.654,9.667,8.429,16.598,11.679,18.432
AT1G78140,45.66,26.449,42.867,8.077,5.423,7.779
AT1G78150,32.738,38.312,32.385,82.538,65.841,81.654
AT1G78160,0.012,0.012,0.006,0.042,0.007,0.032
AT1G78170,3.297,9.744,4.295,0.444,0.17,0.239
AT1G78172,0.856,0.698,0.495,1.424,0.935,0.863
AT1G78180,7.045,9.773,11.151,2.832,2.832,2.521
AT1G78190,7.448,9.654,4.98,7.609,7.365,7.168
AT1G78200,13.298,21.359,14.135,7.055,6.111,6.655
AT1G78210,14.441,19.111,12.044,10.625,11.612,13.189
AT1G78220,0.022,0.037,0,0.051,0,0
AT1G78230,4.43,6.563,6.889,0.659,1.706,0.979
AT1G78240,48.826,24.205,42.323,48.302,48.105,53.287
AT1G78260,2.23,2.512,2.17,1.766,2.047,0.595
AT1G78270,15.448,7.264,9.233,6.306,5.724,8.415
AT1G78280,13.533,14.525,12.31,67.758,123.737,150.987
AT1G78290,3.083,7.325,4.459,10.89,8.309,11.22
AT1G78300,38.982,56.257,38.661,85.165,106.334,77.176
AT1G78310,2.611,1.955,1.71,4.942,3.314,3.026
AT1G78320,0.33,0.901,0.632,14.089,14.753,20.115
AT1G78340,0.041,0.082,0.02,15.381,5.027,5.26
AT1G78360,0.013,0.017,0,3.661,1.638,1.058
AT1G78370,291.822,228.171,270.265,89.368,48.343,74.037
AT1G78380,605.198,382.006,479.924,505.328,249.42,359.566
AT1G78390,0.007,0.007,0.014,0.269,0.15,0.289
AT1G78400,0.012,0,0,0,0.012,0.024
AT1G78410,10.166,17.217,6.057,1.204,0.461,0.509
AT1G78420,31.163,25.931,24.776,32.475,23.518,27.467
AT1G78430,0.859,2.499,1.364,5.039,7.637,5.672
AT1G78440,0.449,0.202,0.584,0.4,0.402,0.605
AT1G78450,25.59,13.417,25.497,0.073,0.018,0.049
AT1G78460,125.587,30.525,65.396,0.347,0.229,2.058
AT1G78470,0,0,0,0,0.013,0.025
AT1G78476,1.318,2.435,0.847,0.85,1.626,1.769
AT1G78480,3.238,4.211,3.296,16.975,23.36,28.486
AT1G78490,12.793,14.392,11.955,57.118,41.986,45.982
AT1G78500,0,0.012,0,0.164,0.211,0.183
AT1G78510,18.981,14.061,16.821,3.916,2.404,3.462
AT1G78520,0,0.025,0,1.943,1.235,0.452
AT1G78530,0.823,1.893,1.296,2.266,2.385,2.427
AT1G78540,3.265,3.724,3.271,3.631,3.807,3.693
AT1G78550,5.554,8.868,4.408,8.195,7.442,7.911
AT1G78560,24.583,20.196,23.318,25.678,24.516,24.181
AT1G78570,45.74,76.162,35.984,108.827,151.605,99.666
AT1G78580,7.604,8.13,8.702,29.338,28.182,42.292
AT1G78590,5.862,4.159,4.019,5.452,5.138,4.893
AT1G78600,18.792,13.405,10.416,15.735,12.454,14.299
AT1G78610,9.375,15.576,9.776,11.931,7.427,6.377
AT1G78620,45.444,55.092,41.064,16.121,16.478,13.589
AT1G78630,235.999,266.185,305.5,17.201,14.511,17.723
AT1G78635,0.019,0,0,0,0,0
AT1G78640,0,0.017,0,0,0,0
AT1G78650,2.83,4.956,3.667,6.79,6.846,6.429
AT1G78660,23.617,24.916,22.905,112.076,96.985,87.457
AT1G78670,63.676,38.391,50.814,54.508,39.559,46.7
AT1G78680,73.951,76.276,89.706,59.747,72.265,54.211
AT1G78690,5.292,5.524,6.367,8.468,7.555,7.946
AT1G78700,8.947,7.888,8.137,14.712,15.362,16.042
AT1G78710,0.011,0.051,0,0.011,0.011,0.011
AT1G78720,0.025,0.072,0.058,0.11,0.108,0.086
AT1G78730,3.099,3.806,3.867,4.549,4.178,4.394
AT1G78740,0,0,0,0.017,0.034,0
AT1G78750,0.184,0.211,0.206,0.026,0.009,0.017
AT1G78760,0.019,0.069,0.045,0.054,0.079,0.106
AT1G78770,1.649,2.787,1.696,5.348,6.884,5.551
AT1G78780,1.568,1.945,1.157,62.708,28.931,53.169
AT1G78790,4.532,4.721,4.533,4.378,5.662,7.146
AT1G78800,11.563,11.786,10.467,16.977,18.809,19.46
AT1G78810,3.499,3.767,3.388,7.105,8.371,9.333
AT1G78815,0.083,0.31,0.085,51.354,63.183,87.868
AT1G78820,31.801,23.21,38.426,0.347,1.144,0.846
AT1G78830,154.981,156.239,105.75,49.952,37.617,50.186
AT1G78840,0,0.03,0.087,0.656,0.763,1.295
AT1G78850,126.236,164.628,121.999,329.638,333.995,499.032
AT1G78860,1.791,1.781,2.105,24.739,32.13,34.549
AT1G78870,62.761,53.096,51.594,53.243,43.86,54.279
AT1G78880,19.134,23.772,18.735,52.771,53.424,50.701
AT1G78890,32.644,29.364,28.375,19.953,16.165,19.568
AT1G78895,15.922,13.32,12.126,19.544,16.52,19.751
AT1G78900,188.232,229.715,203.213,159.726,182.359,137.111
AT1G78910,3.007,3.017,2.984,5.203,4.141,5.593
AT1G78915,30.199,22.992,32.812,4.76,2.711,4.301
AT1G78920,32.737,37.163,30.618,36.161,36.423,33.417
AT1G78922,0.037,0.053,0.036,0.044,0.072,0.036
AT1G78930,1.526,2.977,1.986,2.165,2.124,2.213
AT1G78940,0.607,0.903,0.75,4.443,5.755,5.91
AT1G78950,0.347,0.274,0.267,0.602,0.776,0.325
AT1G78955,0.274,0.323,0.21,0.87,0.499,0.495
AT1G78960,3.02,2.74,2.559,6.375,3.818,5.89
AT1G78970,4.943,13.685,7.209,6.95,4.985,6.828
AT1G78980,0,0.005,0.008,0.012,0.031,0
AT1G78990,1.016,0.853,2.119,11.862,16.096,8.351
AT1G78995,23.502,20.705,36.423,0.136,0.048,0.105
AT1G79000,15.106,16.129,13.589,23.421,19.327,19.859
AT1G79010,70.231,72.723,71.099,90.008,95.339,90.201
AT1G79020,6.844,7.363,6.686,9.711,7.921,9.211
AT1G79030,5.001,7.676,6.566,14.794,13.267,14.446
AT1G79040,4976.545,3317.707,4961.659,24.198,12.002,20.798
AT1G79050,19.591,23.052,19.015,11.499,11.719,12.457
AT1G79060,0.741,1.24,0.924,2.533,1.741,1.659
AT1G79070,3.354,3.517,3.386,4.558,4.541,4.708
AT1G79080,7.236,9.084,9.328,6.081,5.674,5.285
AT1G79090,15.986,18.707,17.503,18.872,18.869,16.005
AT1G79100,0.053,0.282,0.188,0.206,0.758,0.502
AT1G79103,0.169,0.15,0.216,0.427,0.593,0.476
AT1G79110,5.492,20.218,6.123,9.256,8.66,8.634
AT1G79120,0.318,0.536,0.288,0.898,0.907,0.741
AT1G79130,0.041,0,0.057,0.103,0.427,0.455
AT1G79150,4.898,7.581,6.368,12.196,15.187,11.219
AT1G79160,2.906,4.537,3.133,2.939,2.45,1.403
AT1G79170,0,0.059,0,0,0.061,0
AT1G79180,0.188,0.264,0.228,13.525,9.764,10.873
AT1G79190,4.027,5.27,3.991,7.118,5.95,6.531
AT1G79200,7.984,11.221,8.173,17.182,16.337,16.221
AT1G79210,46.491,46.639,42.668,44.554,43.679,41.471
AT1G79220,2.058,2.182,2.01,2.777,2.423,2.711
AT1G79230,51.232,53.674,53.082,57.106,54.836,57.81
AT1G79250,0,0.012,0.016,0.053,0.115,0.086
AT1G79260,9.925,8.866,10.808,14.413,14.383,13.738
AT1G79270,13.696,7.09,12.548,12.444,7.904,8.035
AT1G79280,15.82,21.094,16.043,28.977,29.51,27.251
AT1G79310,0.232,0.192,0.397,122.502,110.113,130.31
AT1G79320,0.008,0.011,0.028,2.354,1.445,1.459
AT1G79330,0.03,0,0.009,1.116,1.109,0.318
AT1G79340,67.924,75.305,71.18,84.323,115.917,85.455
AT1G79350,11.97,13.209,11.992,17.594,15.311,15.655
AT1G79360,0.873,0.483,0.529,1.583,1.199,0.446
AT1G79370,0,0,0,0.019,0.01,0
AT1G79380,43.127,55.489,34.723,69.707,77.489,70.36
AT1G79390,25.345,26.611,25.653,32.089,35.301,34.7
AT1G79400,0.071,0.163,0,0.02,0.054,0.039
AT1G79410,4.519,3.309,6.931,2.988,1.452,1.59
AT1G79420,0.881,1.289,0.805,6.872,9.261,7.032
AT1G79430,8.784,10.003,9.847,16.63,10.173,18.51
AT1G79440,82.501,82.975,106.159,53.305,54.419,52.095
AT1G79450,1.795,3.891,0.695,6.107,3.222,3.22
AT1G79460,9.836,8.878,12.094,20.882,16.859,19.458
AT1G79470,3.393,5.127,3.713,11.533,7.333,9.422
AT1G79480,0.162,0.422,0.231,2.54,3.24,3.273
AT1G79485,0,0,0,0,0,0.044
AT1G79490,2.376,3.85,2.952,3.891,4.304,4.011
AT1G79500,12.617,12.692,14.083,19.117,20.189,19.858
AT1G79510,21.477,30.406,25.533,0.641,0.387,0.383
AT1G79520,10.592,7.397,5.56,11.145,7.894,11.379
AT1G79530,9.974,13.504,7.249,129.138,124.791,100.351
AT1G79540,3.428,3.776,3.181,4.376,3.9,3.405
AT1G79550,122.669,134.432,114.29,234.409,239.582,192.212
AT1G79560,22.352,26.4,27.057,9.709,10.233,8.827
AT1G79570,12.56,12.454,11.853,11.492,11.521,10
AT1G79580,0.011,0,0.008,1.811,1.014,1.03
AT1G79590,14.336,16.756,12.344,16.231,17.123,17.183
